Id;evtno;Lat;Lon;Depth;sta1;tstp1;tP1;sta2;tstp2;tP2;
#E061;61;-2725.862424435544;-5524.404269978762;8.607522352930374;WBS;6.92;2019-07-04 21:31:23.290000;WMF;7.53;2019-07-04 21:31:24.120000;
#E062;62;-5456.343812452727;1540.674016949084;3.665331031768259;WBS;6.95;2019-07-04 21:32:55.710000;WMF;6.41;2019-07-04 21:32:54.940000;
#E063;63;265.2934584072492;826.0951962192321;11.491411096301478;WBS;7.79;2019-07-04 21:36:36.090000;WMF;7.25;2019-07-04 21:36:35.240000;
#E064;64;-2540.0094612517196;2409.746521671413;7.318687807436237;WBS;7.45;2019-07-04 21:43:11.250000;WMF;6.7;2019-07-04 21:43:10.530000;
#E065;65;-1984.4949112537454;-9488.825227514157;5.096997118613807;WBS;6.32;2019-07-04 21:46:17.070000;WMF;7.66;2019-07-04 21:46:19.190000;
#E066;66;-2363.3159264753267;-3804.9493763528085;3.8326279737573077;WBS;6.66;2019-07-04 22:04:17.510000;WMF;6.99;2019-07-04 22:04:18.170000;
#E067;67;-5556.971615352981;1544.3564679435015;3.4487789707774428;WBS;6.93;2019-07-04 22:15:18.980000;WMF;6.39;2019-07-04 22:15:18.250000;
#E068;68;-2653.537583250281;67.72124647115943;7.543807994359789;WBS;7.28;2019-07-04 22:20:05.530000;WMF;6.93;2019-07-04 22:20:04.990000;
#E069;69;-3172.681911797043;-12424.39004123826;8.556454668717196;WBS;6.35;2019-07-04 22:20:35.590000;WMF;8.15;2019-07-04 22:20:37.310000;
#E070;70;-2137.3890914732933;-4981.139678390164;9.24885789593291;WBS;7.04;2019-07-04 22:31:48.570000;WMF;7.54;2019-07-04 22:31:49.420000;
#E071;71;-2089.1479437254216;-9909.333995563895;4.536188586351074;WBS;6.23;2019-07-04 22:35:47.630000;WMF;7.65;2019-07-04 22:35:49.130000;
#E072;72;-2537.782850300025;2119.006771778073;7.347454546323954;WBS;7.43;2019-07-04 22:38:23.350000;WMF;6.73;2019-07-04 22:38:22.440000;
#E073;73;-2102.4822026789293;-9040.724717328892;4.45821327601661;WBS;6.29;2019-07-04 22:44:18.120000;WMF;7.56;2019-07-04 22:44:20.200000;
#E074;74;-2256.090860237238;4612.840045060598;-1.6480040618841523;WBS;6.87;2019-07-04 22:48:56.750000;WMF;5.78;2019-07-04 22:48:55.310000;
#E075;75;-5004.4254989294295;4563.074771064613;3.3583383956779724;WBS;7.19;2019-07-04 22:51:52.570000;WMF;6.13;2019-07-04 22:51:51.590000;
#E076;76;-158.74088304261554;-4427.049613695889;11.74241986691456;WBS;7.37;2019-07-04 22:52:07.190000;WMF;7.73;2019-07-04 22:52:07.480000;
#E077;77;-2070.0791317092308;-5752.739504061008;4.616812465621011;WBS;6.57;2019-07-04 22:57:06.320000;WMF;7.25;2019-07-04 22:57:07.360000;
#E078;78;-3363.5447801104015;-6343.8858496935245;7.443867104433464;WBS;6.73;2019-07-04 23:03:38.280000;WMF;7.5;2019-07-04 23:03:39.680000;
#E079;79;-1913.3174698113469;389.35787999121953;2.5106248685698245;WBS;6.9;2019-07-04 23:06:22.420000;WMF;6.5;2019-07-04 23:06:21.830000;
#E080;80;612.7405375449629;1222.3594930993274;12.334581429022004;WBS;7.9;2019-07-04 23:07:21.550000;WMF;7.28;2019-07-04 23:07:20.740000;
#E081;81;-1124.558530462107;-5361.131042085136;10.580367523422872;WBS;7.16;2019-07-04 23:08:45.260000;WMF;7.7;2019-07-04 23:08:45.430000;
#E082;82;-4397.902919675343;3359.0310667303115;4.302441681406688;WBS;7.2;2019-07-04 23:18:35.250000;WMF;6.33;2019-07-04 23:18:34.080000;
#E083;83;-1649.7003994824859;2008.1258050124916;8.682720555259602;WBS;7.57;2019-07-04 23:22:30.090000;WMF;6.87;2019-07-04 23:22:29.650000;
#E084;84;-1069.4911248361461;-6251.966289455616;10.799924205110907;WBS;7.11;2019-07-04 23:23:29.070000;WMF;7.8;2019-07-04 23:23:29.650000;
#E085;85;-2231.6542303824885;2023.8155490061486;7.740321782758987;WBS;7.47;2019-07-04 23:26:24.910000;WMF;6.78;2019-07-04 23:26:24.190000;
#E086;86;57.18563452179027;1126.021601141889;11.495657523582976;WBS;7.8;2019-07-04 23:28:32.040000;WMF;7.21;2019-07-04 23:28:31.640000;
#E087;87;558.1156328113613;1935.1822090142725;12.154988211730794;WBS;7.94;2019-07-04 23:31:54.920000;WMF;7.2;2019-07-04 23:31:54.290000;
#E088;88;-3801.077938298652;3222.61305158767;5.214176178690632;WBS;7.29;2019-07-04 23:37:04.760000;WMF;6.43;2019-07-04 23:37:04.420000;
#E089;89;-1910.1278188165159;-4778.006839411179;5.304094822891573;WBS;6.72;2019-07-04 23:44:04.420000;WMF;7.22;2019-07-04 23:44:04.750000;
#E090;90;-1136.5674110922937;16279.457483939963;-10.932620786497486;WBS;7.04;2019-07-04 23:45:32.570000;WMF;3.97;2019-07-04 23:45:28.800000;
#E091;91;-1452.5979180685465;-489.28251302013825;9.447929278607964;WBS;7.44;2019-07-04 23:46:22.510000;WMF;7.16;2019-07-04 23:46:21.770000;
#E092;92;-3731.484815489596;-8182.824235706634;6.7494079737003725;WBS;6.51;2019-07-04 23:46:40.860000;WMF;7.61;2019-07-04 23:46:42.410000;
#E093;93;-613.7861862777344;5065.773362618876;-0.9970267469900281;WBS;7.01;2019-07-04 23:51:06.840000;WMF;5.78;2019-07-04 23:51:05.150000;
#E094;94;-670.3208119660952;-5177.993389449577;11.377430327591483;WBS;7.26;2019-07-04 23:54:46.470000;WMF;7.75;2019-07-04 23:54:46.870000;
#E095;95;-1002.6230076234646;-2108.5405796637633;10.438324823896819;WBS;7.41;2019-07-05 00:01:12.120000;WMF;7.39;2019-07-05 00:01:11.750000;
