phase;date_clock;tsec;t0_loc;xloc;yloc;zloc;eigval_max;eigval_mid;eigval_min;eigvec_max_e;eigvec_max_n;eigvec_max_u;eigvec_mid_e;eigvec_mid_n;eigvec_mid_u;mom;fc_p;fc_s;rad;sd;mw;energy;src_nrcv;src_misfit;mom_sdev;fc_sdev;snr_loc;orthogonality;distance_rcv;noise_level_acc
2;27:04:19:13:51:10;568270.0;0.3757;335389.0;4263134.6;412.3;77.76;44.21;10.24;0.85290;-0.32196;-0.41098;0.34175;0.93941;-0.02669;2.4622e+06;111.4;176.2;6.58;3773.661;-1.739;1.7231e-01;8;0.2637;3.4612e+06;32.2;2.4;0.803;1359.4;2.3076e-06
2;27:04:19:13:52:48;568368.0;0.7471;335190.2;4263103.1;202.8;101.22;69.32;12.69;-0.61108;0.09758;0.78553;0.15116;0.98850;-0.00520;2.1941e+06;120.0;134.1;7.21;2557.860;-1.772;9.3891e-02;11;0.2630;2.4333e+06;7.1;2.1;0.674;1239.8;2.6337e-06
2;27:04:19:13:53:18;568398.0;0.3504;335219.5;4263124.7;152.8;97.70;25.14;15.71;-0.59773;0.13105;0.79092;0.17365;0.98429;-0.03186;4.6028e+06;55.7;128.8;12.52;1025.227;-1.558;7.9645e-02;8;0.2683;2.9091e+07;36.5;2.0;0.539;1184.3;2.4907e-06
2;27:04:19:13:53:38;568418.0;0.0975;335358.3;4263073.8;462.5;44.34;36.71;32.08;0.51642;-0.63797;-0.57122;-0.30111;0.48917;-0.81856;4.0434e+06;162.4;120.5;6.02;8127.030;-1.596;6.0939e-01;10;0.3221;2.0453e+06;20.9;6.1;0.875;1411.3;2.7441e-06
2;27:04:19:13:54:25;568465.0;0.4270;335339.0;4263099.3;376.4;242.81;120.26;30.34;-0.12394;-0.99200;0.02408;0.90248;-0.12278;-0.41286;1.7237e+06;133.8;117.0;6.85;2345.108;-1.842;7.3764e-02;9;0.2503;4.4420e+06;8.4;2.2;0.658;1337.6;2.3383e-06
2;27:04:19:13:54:30;568470.0;0.8075;335362.4;4263058.8;403.7;31.93;27.77;22.14;-0.31928;0.48292;0.81538;0.51955;-0.63038;0.57679;2.2708e+07;165.4;140.4;5.56;57817.928;-1.096;2.4348e+01;11;0.3326;5.4839e+06;12.5;11.8;0.902;1353.4;2.4854e-06
2;27:04:19:13:54:55;568495.0;0.5089;335437.9;4263021.7;460.4;82.31;20.71;10.13;0.93187;-0.07771;-0.35436;0.08257;0.99658;-0.00140;1.7313e+06;143.0;111.0;6.69;2524.553;-1.841;8.0257e-02;8;0.2613;2.9435e+06;15.9;2.4;0.734;1385.5;2.4566e-06
2;27:04:19:13:56:45;568605.0;0.1177;335294.6;4263137.6;339.6;65.70;17.29;9.69;0.81332;-0.24961;-0.52556;0.27324;0.96135;-0.03373;1.9651e+06;127.1;103.1;7.50;2035.942;-1.804;7.1590e-02;8;0.2688;1.7220e+06;11.9;2.3;0.629;1322.5;2.2721e-06
2;27:04:19:13:58:01;568681.0;0.7250;335396.7;4263049.1;450.8;32.91;19.77;15.79;0.77136;-0.49391;-0.40131;0.36574;-0.17200;0.91469;4.9023e+07;240.8;136.4;4.65;213326.252;-0.873;1.9203e+02;11;0.3313;1.8988e+07;52.1;13.9;0.881;1387.9;2.6002e-06
2;27:04:19:13:58:24;568704.0;0.1995;335357.2;4263078.7;446.8;53.20;32.79;26.65;0.71402;-0.55846;-0.42226;0.48065;0.82953;-0.28434;1.2038e+07;231.1;118.1;5.12;39126.578;-1.280;8.7344e+00;11;0.3197;4.0196e+06;56.5;9.9;0.861;1397.0;2.4360e-06
2;27:04:19:14:00:26;568826.0;0.8535;335390.4;4263041.8;449.8;67.58;49.09;27.95;-0.49359;-0.85351;0.16699;0.74776;-0.51454;-0.41964;2.9171e+06;113.6;122.6;7.34;3222.028;-1.690;1.7258e-01;9;0.2361;4.0483e+06;4.5;4.2;0.789;1388.4;3.2189e-06
2;27:04:19:14:00:43;568843.0;0.7210;335398.7;4262998.8;453.5;41.56;26.37;19.00;-0.59749;-0.69798;0.39474;0.32465;0.23956;0.91499;2.5143e+06;122.7;98.5;7.68;2425.257;-1.733;1.1197e-01;9;0.2932;7.8388e+05;12.1;2.6;0.738;1388.8;2.8211e-06
2;27:04:19:14:00:56;568856.0;0.2165;335429.3;4263021.7;381.0;211.49;27.22;16.24;-0.26538;0.02043;-0.96393;-0.93558;-0.24703;0.25234;1.5458e+06;148.6;122.5;6.27;2744.235;-1.874;7.8665e-02;7;0.2134;6.1842e+06;12.7;2.1;0.761;1311.0;2.5397e-06
2;27:04:19:14:01:19;568879.0;0.9605;335361.0;4263070.4;395.2;152.16;130.48;32.46;0.64566;-0.70542;-0.29243;0.64512;0.70878;-0.28540;1.8057e+06;189.8;127.1;5.46;4846.916;-1.829;1.5972e-01;10;0.2520;1.0352e+06;31.3;3.1;0.779;1346.3;2.7364e-06
2;27:04:19:14:01:31;568891.0;0.3095;335252.7;4263080.8;340.2;126.79;103.65;26.30;-0.83915;-0.00544;0.54388;0.03933;0.99672;0.07066;2.4907e+06;146.3;107.6;6.76;3533.592;-1.736;1.6027e-01;11;0.2923;1.7540e+06;19.4;4.2;0.842;1334.1;2.6787e-06
2;27:04:19:14:02:40;568960.0;0.7205;335393.9;4263103.9;456.6;76.83;44.79;10.75;0.88393;-0.25757;-0.39028;0.27251;0.96199;-0.01769;2.1600e+06;108.8;118.8;7.63;2124.779;-1.777;8.4274e-02;9;0.2813;4.9363e+06;5.0;2.5;0.810;1397.5;2.2044e-06
2;27:04:19:14:03:18;568998.0;0.2107;335413.0;4263034.2;333.0;59.98;29.85;9.68;0.89818;-0.11850;-0.42336;0.12513;0.99207;-0.01222;6.0445e+06;170.7;108.4;6.24;10898.919;-1.479;1.2022e+00;11;0.3493;2.6448e+06;31.1;5.7;0.815;1269.8;2.0997e-06
2;27:04:19:14:05:10;569110.0;0.1845;335387.1;4263062.3;400.7;17.26;16.36;14.44;0.45447;-0.08739;0.88647;-0.53674;0.76735;0.35082;5.4707e+06;201.5;160.9;4.69;23240.635;-1.508;2.3578e+00;11;0.3259;1.3707e+06;20.3;7.1;0.781;1343.3;2.1904e-06
2;27:04:19:14:06:53;569213.0;0.0485;335379.6;4263053.6;407.9;45.64;27.10;25.45;0.70505;-0.52318;-0.47873;0.20430;0.79630;-0.56936;3.1117e+07;226.5;137.7;4.76;126112.472;-1.005;7.2774e+01;11;0.3244;9.3201e+06;44.4;8.8;0.811;1351.9;2.3282e-06
2;27:04:19:14:09:16;569356.0;0.2840;335330.0;4263015.3;471.7;65.42;27.04;23.79;-0.88177;-0.20602;0.42431;0.38355;0.21040;0.89923;1.8449e+06;189.9;124.0;5.47;4921.024;-1.823;1.6836e-01;11;0.3030;2.1761e+06;32.9;3.6;0.829;1426.7;3.6976e-06
2;27:04:19:14:10:07;569407.0;0.8385;335391.7;4263043.7;439.9;31.35;25.12;18.10;-0.77064;0.22038;0.59795;0.58231;-0.13767;0.80123;2.1367e+07;203.2;126.0;5.26;64401.994;-1.114;2.5267e+01;11;0.3396;6.4007e+06;38.6;10.0;0.909;1378.7;2.2967e-06
2;27:04:19:14:12:05;569525.0;0.0344;335533.4;4263100.2;383.1;44.34;12.68;9.10;0.77148;-0.55598;-0.30935;0.24114;-0.19443;0.95081;2.3208e+06;145.1;109.2;6.70;3382.563;-1.756;1.4415e-01;10;0.2875;5.5918e+05;17.9;2.9;0.701;1293.2;5.6667e-06
2;27:04:19:14:16:46;569806.0;0.9652;335406.0;4263036.6;416.2;113.42;29.84;14.67;0.91358;-0.12293;-0.38764;0.12837;0.99165;-0.01194;2.3960e+06;111.7;101.3;8.00;2047.775;-1.747;9.0988e-02;9;0.3047;3.6402e+06;5.2;2.6;0.678;1351.7;2.2809e-06
2;27:04:19:14:17:37;569857.0;0.4770;335358.5;4263110.6;394.1;99.52;38.16;31.25;0.54995;-0.72484;-0.41491;0.52989;0.68681;-0.49750;5.0979e+06;148.0;160.9;5.67;12220.676;-1.528;1.1369e+00;11;0.3390;1.6487e+06;6.5;4.0;0.819;1349.0;2.6270e-06
2;27:04:19:14:20:57;570057.0;0.8195;335358.7;4263064.4;470.8;65.82;37.62;25.31;0.74523;-0.53107;-0.40323;0.49435;0.84585;-0.20038;9.5734e+07;152.6;96.3;6.94;125549.180;-0.679;2.2070e+02;11;0.2744;2.4136e+07;28.2;19.4;0.882;1418.6;3.0820e-06
2;27:04:19:14:25:42;570342.0;0.5933;335344.6;4262979.1;351.2;67.55;39.35;9.65;0.88570;0.04872;-0.46169;-0.04536;0.99880;0.01837;2.2903e+06;147.3;122.1;6.37;3876.834;-1.760;1.6203e-01;11;0.2675;2.5697e+06;12.6;3.2;0.740;1307.9;2.7834e-06
2;27:04:19:14:26:54;570414.0;0.7355;335390.7;4263055.1;345.1;64.01;43.50;19.11;0.35356;-0.88976;-0.28864;0.80451;0.44668;-0.39145;2.7987e+06;156.6;93.8;7.01;3556.224;-1.702;1.8162e-01;11;0.3020;1.3001e+06;31.4;4.1;0.784;1288.8;2.3184e-06
2;27:04:19:14:28:49;570529.0;0.8225;335458.7;4263028.1;338.7;414.27;330.45;65.43;0.55441;-0.81097;-0.18698;0.77719;0.58486;-0.23219;2.0834e+06;115.3;99.6;7.92;1837.339;-1.787;7.0989e-02;10;0.2362;2.7034e+06;7.8;2.2;0.627;1262.7;2.4485e-06
2;27:04:19:14:33:00;570780.0;0.0465;335306.1;4263035.1;399.3;262.43;144.69;36.65;-0.29252;-0.95352;0.07232;0.88188;-0.29824;-0.36517;6.7937e+06;152.4;118.8;6.33;11728.623;-1.445;1.4541e+00;11;0.2949;2.0390e+06;16.8;4.9;0.792;1366.8;2.5440e-06
2;27:04:19:14:36:19;570979.0;0.3206;335501.1;4263073.3;391.8;64.32;17.45;12.36;0.86516;-0.37970;-0.32760;0.37134;0.92409;-0.09040;3.5979e+06;163.7;139.8;5.60;8946.130;-1.629;5.9102e-01;10;0.2993;8.9205e+05;11.9;4.0;0.805;1306.3;2.8592e-06
2;27:04:19:14:39:49;571189.0;0.7230;335342.4;4263138.7;317.0;100.05;60.09;26.07;0.58823;-0.66327;-0.46266;0.62586;0.73569;-0.25895;6.3894e+06;162.6;129.8;5.91;13558.704;-1.463;1.5502e+00;11;0.3335;2.7615e+06;16.4;4.2;0.731;1284.7;3.3919e-06
2;27:04:19:14:42:13;571333.0;0.8315;335396.5;4263057.3;387.2;34.88;20.50;17.49;0.54233;-0.74572;-0.38701;0.17991;-0.34687;0.92050;3.5976e+07;180.8;147.2;5.18;113248.823;-0.963;7.5556e+01;11;0.3155;9.6872e+06;16.8;11.1;0.824;1327.3;3.4223e-06
2;27:04:19:14:45:26;571526.0;0.9200;335258.7;4263055.3;328.1;64.58;54.32;9.50;0.85793;-0.09824;-0.50429;0.11295;0.99360;-0.00140;2.3348e+06;145.7;129.2;6.24;4204.917;-1.755;1.7878e-01;11;0.2723;2.5712e+06;8.2;3.0;0.670;1319.1;2.3287e-06
2;27:04:19:14:50:09;571809.0;0.1487;335053.3;4263074.1;112.7;98.92;22.48;16.39;-0.46777;0.05328;0.88224;0.09269;0.99563;-0.01099;3.1423e+06;95.8;90.4;9.47;1616.623;-1.669;8.7551e-02;9;0.2744;2.4581e+06;2.7;2.3;0.615;1234.9;2.1742e-06
2;27:04:19:15:12:04;573124.0;0.1870;335374.7;4263105.8;378.9;113.33;83.80;17.61;0.66441;-0.62497;-0.40984;0.60594;0.77147;-0.19411;2.7768e+06;142.9;115.2;6.64;4140.860;-1.704;2.0983e-01;11;0.3116;4.2119e+06;13.8;4.3;0.774;1329.2;2.3523e-06
2;27:04:19:15:17:52;573472.0;0.0262;335230.6;4263025.9;340.4;59.46;43.29;9.49;0.85589;-0.05053;-0.51468;0.05943;0.99823;0.00082;5.7318e+06;137.9;117.2;6.71;8288.093;-1.494;8.6511e-01;11;0.3035;1.8719e+06;10.3;4.8;0.825;1340.7;2.7748e-06
2;27:04:19:15:19:24;573564.0;0.2735;335314.2;4263095.6;326.1;128.57;87.30;23.17;0.83409;-0.18354;-0.52019;0.20460;0.97869;-0.01726;3.0340e+06;125.3;98.2;7.73;2871.639;-1.679;1.5590e-01;11;0.2837;1.7425e+06;13.6;4.4;0.750;1298.9;2.3785e-06
2;27:04:19:15:21:08;573668.0;0.5685;335403.3;4263201.9;128.1;61.98;51.47;12.37;0.74017;-0.35707;-0.56978;0.41767;0.90821;-0.02659;1.7359e+06;147.1;105.9;6.93;2277.179;-1.840;6.9048e-02;10;0.2817;2.7793e+06;20.6;2.4;0.693;1098.1;2.9515e-06
2;27:04:19:15:25:19;573919.0;0.5739;335443.9;4263103.8;463.5;68.04;14.35;11.93;0.84722;-0.39431;-0.35601;0.37294;0.91870;-0.13004;2.0291e+06;135.5;121.8;6.62;3055.725;-1.795;1.1385e-01;11;0.2853;2.1227e+06;6.9;3.8;0.854;1391.1;2.0940e-06
2;27:04:19:15:25:51;573951.0;0.5382;335497.2;4263002.4;484.4;73.49;11.82;9.45;0.95591;-0.02655;-0.29246;0.03045;0.99950;0.00879;1.9445e+06;122.3;170.0;6.21;3558.661;-1.807;1.2853e-01;9;0.2723;1.1905e+06;23.8;2.5;0.702;1395.2;2.2468e-06
2;27:04:19:15:29:28;574168.0;0.6120;335278.4;4263136.1;375.4;106.51;53.68;30.49;0.70557;-0.52579;-0.47510;0.49554;0.84534;-0.19959;2.8442e+06;121.6;122.6;7.16;3392.287;-1.697;1.7264e-01;10;0.2848;2.1067e+06;0.5;4.8;0.860;1361.3;2.6839e-06
2;27:04:19:15:30:11;574211.0;0.4100;335410.7;4263059.0;360.3;54.95;35.12;21.46;0.52515;-0.77613;-0.34905;0.70304;0.62679;-0.33595;1.2647e+07;218.0;133.9;4.97;45154.600;-1.265;1.0422e+01;11;0.3391;4.0730e+06;42.0;7.6;0.848;1297.7;3.5906e-06
2;27:04:19:15:31:29;574289.0;0.4215;335480.2;4263057.2;392.1;83.75;34.81;13.99;0.89740;-0.28000;-0.34098;0.28205;0.95836;-0.04465;4.0515e+06;154.0;135.3;5.89;8694.234;-1.595;6.4680e-01;11;0.3006;1.0176e+06;9.3;4.0;0.883;1310.3;2.2368e-06
2;27:04:19:15:34:36;574476.0;0.9005;335399.5;4263043.2;371.0;22.27;20.06;18.83;-0.12664;0.08240;0.98852;0.22006;0.97405;-0.05300;5.4722e+06;195.4;134.1;5.24;16631.952;-1.508;1.6609e+00;11;0.3294;1.7457e+06;30.6;7.4;0.759;1310.4;1.9773e-06
2;27:04:19:15:49:32;575372.0;0.6246;335348.8;4263081.7;355.1;61.00;44.96;9.65;0.86218;-0.20271;-0.46427;0.21674;0.97594;-0.02363;4.4830e+06;155.3;134.1;5.93;9389.159;-1.566;7.6811e-01;11;0.2940;1.2014e+06;10.6;3.5;0.798;1313.1;2.2684e-06
2;27:04:19:15:52:50;575570.0;0.5560;335361.8;4262989.0;450.3;90.25;16.85;10.96;0.91373;0.01737;-0.40595;-0.01260;0.99982;0.01442;3.4291e+06;89.2;98.0;9.28;1875.337;-1.643;1.1926e-01;9;0.3008;6.1404e+06;4.3;2.4;0.682;1396.4;2.2916e-06
2;27:04:19:15:59:16;575956.0;0.7210;335261.1;4263155.1;360.6;140.78;61.95;29.12;0.67565;-0.54166;-0.50010;0.50854;0.83356;-0.21577;8.2801e+06;147.9;94.2;7.24;9546.827;-1.388;1.4145e+00;11;0.3192;1.9906e+06;26.9;6.8;0.757;1356.3;2.5952e-06
2;27:04:19:16:26:33;577593.0;0.1657;335215.5;4263146.8;377.0;64.98;22.40;9.49;0.81403;-0.25637;-0.52118;0.28083;0.95918;-0.03320;2.5060e+06;130.5;122.8;6.79;3494.598;-1.734;1.5948e-01;10;0.2781;2.4009e+06;3.8;3.4;0.711;1388.4;2.1891e-06
2;27:04:19:16:28:35;577715.0;0.5185;335359.2;4263069.9;436.4;93.89;34.80;20.69;0.65735;-0.61808;-0.43112;0.56028;0.78344;-0.26892;9.0249e+06;154.8;110.4;6.43;14833.306;-1.363;2.4826e+00;11;0.3061;2.4205e+06;22.2;10.2;0.872;1386.0;3.4038e-06
2;27:04:19:17:50:39;582639.0;0.0595;335342.1;4263103.4;446.4;104.18;39.79;20.93;0.50183;-0.78246;-0.36867;0.70810;0.61642;-0.34442;3.4615e+06;150.4;110.5;6.53;5442.456;-1.640;3.4937e-01;11;0.3186;2.5471e+06;20.0;4.9;0.787;1403.1;2.4937e-06
2;27:04:19:17:50:57;582657.0;0.6365;335403.1;4263039.5;486.6;16.04;15.33;10.55;0.44689;-0.57450;-0.68574;-0.56753;0.41047;-0.71374;4.8152e+06;171.6;118.5;5.90;10265.860;-1.545;9.0767e-01;11;0.3163;1.5275e+06;26.6;6.7;0.876;1420.2;2.7680e-06
2;27:04:19:17:51:03;582663.0;0.0686;335267.9;4263076.8;368.9;72.47;37.81;9.69;0.83705;-0.15425;-0.52493;0.17018;0.98525;-0.01814;1.2605e+06;196.0;117.7;5.63;3090.795;-1.933;6.9712e-02;7;0.2639;1.5677e+06;38.2;2.0;0.643;1354.3;2.2396e-06
2;27:04:19:18:25:36;584736.0;0.1320;335452.2;4263074.1;195.7;74.37;13.99;10.45;0.86014;-0.29349;-0.41715;0.28852;0.95441;-0.07656;1.1766e+06;160.8;133.5;5.82;2615.740;-1.953;5.6046e-02;10;0.3013;1.6076e+06;13.7;2.1;0.636;1129.3;2.3694e-06
2;27:04:19:18:26:35;584795.0;0.2988;335316.9;4263173.3;440.2;71.50;37.73;10.12;0.80845;-0.37908;-0.45023;0.40145;0.91456;-0.04918;2.9264e+06;118.0;94.7;7.99;2509.798;-1.689;1.3620e-01;11;0.2674;2.2072e+06;11.7;2.7;0.822;1412.5;2.0902e-06
2;27:04:19:20:12:49;591169.0;0.6345;335357.6;4263079.1;466.9;61.79;24.25;21.58;0.53971;-0.75108;-0.38026;0.00788;0.45618;-0.88985;1.1102e+07;172.0;129.9;5.64;27121.524;-1.303;5.5287e+00;11;0.3212;2.5104e+06;21.0;5.4;0.827;1416.0;3.0256e-06
2;27:04:19:20:37:26;592646.0;0.7002;335457.9;4263083.9;494.3;54.52;9.64;8.96;0.86557;-0.36462;-0.34327;0.24140;-0.29678;0.92393;4.4436e+06;79.3;91.7;10.29;1786.715;-1.568;1.4452e-01;8;0.2863;2.9588e+06;6.1;2.3;0.788;1416.2;2.1554e-06
2;28:04:19:09:19:48;638388.0;0.2506;335363.2;4263019.7;469.3;79.84;26.00;10.06;0.91678;-0.05561;-0.39551;0.06116;0.99813;0.00144;8.4797e+06;69.4;66.3;12.61;1848.673;-1.381;2.8784e-01;8;0.2726;5.8048e+06;1.6;2.6;0.772;1414.3;4.0591e-06
2;28:04:19:09:20:57;638457.0;0.5697;335533.6;4263031.6;527.6;56.17;8.83;6.67;0.93298;-0.30723;-0.18751;0.18658;-0.03269;0.98190;7.5636e+06;73.6;85.7;10.67;2723.605;-1.414;4.0661e-01;7;0.2689;6.5746e+06;5.9;2.8;0.767;1431.3;4.5095e-06
2;28:04:19:09:25:14;638714.0;0.7340;335312.5;4263085.5;360.7;67.93;25.21;9.71;0.84333;-0.19565;-0.50051;0.20972;0.97734;-0.02867;2.3727e+06;147.5;136.4;6.11;4550.878;-1.750;1.9321e-01;10;0.2361;1.9815e+06;5.5;2.1;0.659;1331.0;3.1530e-06
2;28:04:19:09:25:58;638758.0;0.2515;335352.9;4263109.0;448.9;61.37;49.87;28.58;-0.47352;0.68873;0.54902;-0.43932;0.35557;-0.82497;1.2690e+07;170.5;107.1;6.22;23096.224;-1.264;5.4354e+00;11;0.3517;2.9766e+06;31.7;7.7;0.865;1402.5;3.9572e-06
2;28:04:19:09:26:07;638767.0;0.0634;335323.2;4263057.6;405.3;69.75;38.70;9.65;0.87730;-0.12532;-0.46330;0.13768;0.99045;-0.00721;1.8755e+06;125.2;165.6;6.26;3351.662;-1.818;1.1471e-01;8;0.2483;1.9010e+06;20.2;2.0;0.706;1367.4;3.0969e-06
2;28:04:19:09:26:08;638768.0;0.5755;335291.9;4263068.2;404.0;103.48;90.03;24.39;-0.84986;-0.22258;0.47770;0.15852;-0.97242;-0.17108;3.0872e+06;137.9;126.0;6.52;4865.124;-1.674;2.7408e-01;11;0.2879;1.1380e+06;6.0;3.9;0.849;1377.5;3.0287e-06
2;28:04:19:09:26:37;638797.0;0.9155;335373.3;4263069.4;435.3;27.34;24.41;16.90;-0.26761;0.53363;0.80226;0.53124;-0.61293;0.58490;5.7419e+06;169.0;135.7;5.58;14479.438;-1.494;1.5418e+00;11;0.3211;1.4820e+06;16.7;7.2;0.837;1380.7;3.4236e-06
2;28:04:19:09:27:01;638821.0;0.4160;335309.4;4263111.3;418.9;105.54;84.15;24.70;0.70659;-0.53168;-0.46695;0.51560;0.83880;-0.17487;3.9901e+06;151.5;126.7;6.17;7437.025;-1.599;5.4152e-01;11;0.3022;1.3017e+06;12.4;5.6;0.915;1388.4;3.0672e-06
2;28:04:19:09:27:43;638863.0;0.0175;335318.0;4263074.4;420.7;91.09;33.95;24.64;0.76749;-0.43089;-0.47465;0.37994;0.90210;-0.20459;3.3803e+06;138.2;121.1;6.63;5082.003;-1.647;3.1349e-01;11;0.3337;2.0434e+06;8.6;4.7;0.736;1384.5;2.8704e-06
2;28:04:19:09:28:11;638891.0;0.6622;335323.5;4263029.5;418.9;65.52;14.76;9.65;0.88548;-0.07258;-0.45898;0.08023;0.99677;-0.00284;2.6299e+06;120.1;135.7;6.89;3516.287;-1.720;1.6875e-01;9;0.2457;3.2971e+06;7.8;2.9;0.643;1379.2;3.1798e-06
2;28:04:19:09:28:19;638899.0;0.6219;335353.7;4263061.0;383.5;68.77;18.65;10.10;0.87756;-0.16198;-0.45128;0.17048;0.98511;-0.02208;3.6058e+06;120.4;136.4;6.87;4873.219;-1.629;3.2066e-01;11;0.3075;2.2530e+06;8.0;4.3;0.839;1337.1;3.2894e-06
2;28:04:19:09:28:20;638900.0;0.4375;335325.5;4263127.1;399.8;149.75;122.25;21.67;-0.08063;-0.99318;-0.08421;-0.87559;0.03021;0.48211;4.2509e+06;104.5;118.3;7.92;3749.006;-1.581;2.9082e-01;7;0.3022;5.9975e+06;6.8;2.6;0.669;1366.6;3.3021e-06
2;28:04:19:09:28:38;638918.0;0.6147;335436.2;4263140.2;396.6;60.62;34.21;9.57;0.83982;-0.38018;-0.38751;0.39862;0.91644;-0.03521;3.6071e+06;141.4;125.0;6.39;6046.952;-1.629;4.0449e-01;11;0.3034;2.4643e+06;8.2;3.2;0.636;1332.1;2.8775e-06
2;28:04:19:09:28:49;638929.0;0.0875;335372.6;4263063.4;442.8;27.65;21.96;14.92;0.05462;0.11551;0.99180;0.77472;-0.63155;0.03089;6.0248e+06;176.4;147.1;5.25;18185.778;-1.480;2.0319e+00;11;0.3125;2.5497e+06;14.6;7.1;0.809;1387.8;3.5621e-06
2;28:04:19:09:29:44;638984.0;0.1300;335322.7;4263116.4;407.9;122.18;98.04;26.43;-0.58829;-0.78364;0.19957;0.65758;-0.60723;-0.44593;2.8084e+06;164.1;115.6;6.16;5250.208;-1.701;2.6907e-01;11;0.2881;2.0671e+06;24.2;4.2;0.742;1374.1;3.0253e-06
2;28:04:19:09:29:47;638987.0;0.2846;335251.5;4262997.5;357.5;67.69;17.54;9.69;0.84476;0.00728;-0.53510;0.00163;0.99987;0.01617;2.9505e+06;139.6;130.7;6.42;4869.547;-1.687;2.5709e-01;10;0.3019;1.0667e+06;4.4;2.8;0.741;1347.6;2.9209e-06
2;28:04:19:09:29:50;638990.0;0.8200;335278.1;4263115.0;353.5;171.09;90.37;31.95;0.81973;-0.19314;-0.53919;0.21418;0.97649;-0.02416;2.2419e+06;145.7;105.2;6.91;2976.937;-1.766;1.1942e-01;8;0.2257;2.0010e+06;20.1;2.4;0.775;1339.2;2.8254e-06
2;28:04:19:09:29:56;638996.0;0.8205;335339.9;4263094.4;436.1;55.62;28.77;21.87;0.56253;-0.70264;-0.43573;0.30914;-0.31004;0.89906;5.6084e+06;142.7;128.9;6.27;9935.184;-1.501;1.0333e+00;11;0.3214;1.8442e+06;6.9;6.7;0.847;1393.3;3.7096e-06
2;28:04:19:09:30:04;639004.0;0.1145;335272.2;4263035.7;378.0;92.51;69.89;25.37;-0.84702;0.06467;0.52761;-0.07687;-0.99704;-0.00119;1.9582e+06;169.3;119.1;6.02;3931.549;-1.805;1.3776e-01;10;0.2788;1.4791e+06;25.1;2.7;0.740;1359.2;3.1074e-06
2;28:04:19:09:30:34;639034.0;0.4680;335317.3;4263097.0;432.0;118.24;84.21;25.03;0.65071;-0.63199;-0.42091;0.59835;0.76805;-0.22818;2.9599e+06;127.7;132.6;6.69;4320.036;-1.686;2.3334e-01;10;0.2596;1.5591e+06;2.4;3.3;0.807;1396.9;3.2201e-06
2;28:04:19:09:30:35;639035.0;0.9945;335426.4;4263037.7;437.6;27.20;24.80;10.50;-0.46676;0.53080;0.70738;0.59470;-0.40362;0.69528;3.0352e+06;142.7;141.2;6.05;6007.302;-1.679;3.3480e-01;11;0.2972;1.5821e+06;0.8;3.7;0.752;1366.8;2.9539e-06
2;28:04:19:09:30:38;639038.0;0.3200;335322.9;4263091.6;427.7;72.11;51.70;32.06;0.74411;-0.46733;-0.47738;0.44605;0.87953;-0.16573;3.3415e+06;182.1;160.5;5.02;11584.126;-1.651;7.0637e-01;10;0.2677;1.4227e+06;10.8;4.4;0.721;1390.6;3.4523e-06
2;28:04:19:09:30:39;639039.0;0.4525;335246.0;4262986.5;369.3;94.40;83.37;29.59;-0.36895;-0.89871;0.23705;0.75673;-0.43854;-0.48482;3.7828e+06;147.4;157.8;5.77;8620.041;-1.615;5.8346e-01;10;0.3357;1.2045e+06;5.2;3.4;0.756;1360.5;3.6397e-06
2;28:04:19:09:30:43;639043.0;0.6885;335413.0;4263112.1;427.0;104.18;92.94;31.83;-0.32027;-0.94733;-0.00168;-0.85151;0.28710;0.43875;3.1607e+06;166.4;156.8;5.29;9363.490;-1.667;5.4883e-01;11;0.2995;1.3807e+06;4.8;3.6;0.686;1364.6;2.8595e-06
2;28:04:19:09:31:12;639072.0;0.9490;335465.0;4263035.6;463.4;66.50;20.48;9.61;0.93081;-0.12857;-0.34215;0.13390;0.99096;-0.00811;2.6364e+06;135.8;124.9;6.57;4067.598;-1.719;1.9520e-01;9;0.2876;6.7234e+05;5.4;3.2;0.847;1382.3;2.4604e-06
2;28:04:19:09:31:32;639092.0;0.2475;335269.5;4263101.3;389.0;86.05;59.27;46.82;0.63779;-0.41614;-0.64812;0.34239;0.90695;-0.24539;1.0079e+07;187.2;96.8;6.39;16917.059;-1.331;3.0509e+00;11;0.3139;5.4293e+06;45.2;5.4;0.807;1374.0;4.0110e-06
2;28:04:19:09:31:37;639097.0;0.0332;335286.7;4263166.5;367.4;72.41;42.60;9.70;0.79289;-0.30994;-0.52465;0.34039;0.93941;-0.04054;2.0229e+06;149.8;115.6;6.51;3205.090;-1.796;1.1601e-01;9;0.2603;6.9580e+05;17.1;2.1;0.612;1354.5;2.6749e-06
2;28:04:19:09:31:58;639118.0;0.0049;335435.2;4262966.2;474.1;71.79;16.09;11.19;0.92196;0.15147;-0.35644;-0.13941;0.98845;0.05947;2.9428e+06;148.5;125.3;6.23;5318.567;-1.687;2.8491e-01;11;0.2995;2.6992e+06;11.6;4.7;0.825;1399.5;2.3446e-06
2;28:04:19:09:32:01;639121.0;0.3700;335383.1;4263074.0;398.7;43.17;33.02;25.50;0.56664;-0.63193;-0.52875;0.39192;-0.35777;0.84758;6.4608e+06;151.9;116.6;6.33;11133.907;-1.460;1.3340e+00;11;0.3286;2.9961e+06;17.6;6.3;0.844;1343.2;3.9585e-06
