ORIGIN;38.500699385051298;-112.8876781791916;2.095;
#001;2019/04/27T17:19:29.781669;0;0;0;
DAS684;17:19:29.751130;17:19:30.013624;
DAS685;17:19:29.750811;17:19:30.013035;
DAS686;17:19:29.750492;17:19:30.012946;
DAS687;17:19:29.750173;17:19:30.012357;
DAS688;17:19:29.755854;17:19:30.012267;
DAS689;17:19:29.754035;17:19:30.012678;
DAS690;17:19:29.748716;17:19:30.012089;
DAS691;17:19:29.748397;17:19:30.011500;
DAS692;17:19:29.748077;17:19:30.011411;
DAS693;17:19:29.747758;17:19:30.010822;
DAS694;17:19:29.747439;17:19:30.011232;
DAS695;17:19:29.747120;17:19:30.010643;
DAS696;17:19:29.746801;17:19:30.010054;
DAS697;17:19:29.748982;17:19:30.009465;
DAS698;17:19:29.749163;17:19:30.008376;
DAS699;17:19:29.748843;17:19:30.007786;
DAS700;17:19:29.748524;17:19:30.004197;
DAS701;17:19:29.748705;17:19:30.003608;
DAS702;17:19:29.748386;17:19:30.003519;
DAS703;17:19:29.748093;17:19:30.001955;
DAS704;17:19:29.747806;17:19:30.001415;
DAS705;17:19:29.748019;17:19:30.000874;
DAS706;17:19:29.748231;17:19:30.000334;
DAS707;17:19:29.749944;17:19:30.000293;
DAS708;17:19:29.749657;17:19:29.999753;
DAS709;17:19:29.744370;17:19:29.999712;
DAS710;17:19:29.744083;17:19:29.999172;
DAS711;17:19:29.743796;17:19:29.999131;
DAS712;17:19:29.743509;17:19:29.998591;
DAS713;17:19:29.743721;17:19:29.994550;
DAS714;17:19:29.742934;17:19:29.994010;
DAS715;17:19:29.742647;17:19:29.993469;
DAS716;17:19:29.744860;17:19:29.992928;
DAS717;17:19:29.744573;17:19:29.992388;
DAS718;17:19:29.744286;17:19:29.991847;
DAS719;17:19:29.744499;17:19:29.991307;
DAS720;17:19:29.744211;17:19:29.990766;
DAS721;17:19:29.740424;17:19:29.990726;
DAS722;17:19:29.744137;17:19:29.991185;
DAS723;17:19:29.743350;17:19:29.990645;
DAS724;17:19:29.743563;17:19:29.990604;
DAS725;17:19:29.742776;17:19:29.990064;
DAS726;17:19:29.742489;17:19:29.990023;
DAS727;17:19:29.742201;17:19:29.989983;
DAS728;17:19:29.738914;17:19:29.989942;
DAS729;17:19:29.738627;17:19:29.989402;
DAS730;17:19:29.740340;17:19:29.989361;
DAS731;17:19:29.740553;17:19:29.988821;
DAS732;17:19:29.739766;17:19:29.990780;
DAS733;17:19:29.739479;17:19:29.985740;
DAS734;17:19:29.739692;17:19:29.985199;
DAS735;17:19:29.739404;17:19:29.984659;
DAS736;17:19:29.735117;17:19:29.984118;
DAS737;17:19:29.738830;17:19:29.984077;
DAS738;17:19:29.734543;17:19:29.984037;
DAS739;17:19:29.734256;17:19:29.980496;
DAS740;17:19:29.733969;17:19:29.979956;
DAS741;17:19:29.737182;17:19:29.979415;
DAS742;17:19:29.736894;17:19:29.978875;
DAS743;17:19:29.736607;17:19:29.978334;
DAS744;17:19:29.733320;17:19:29.977794;
DAS745;17:19:29.737533;17:19:29.977753;
DAS746;17:19:29.737746;17:19:29.978213;
DAS747;17:19:29.736959;17:19:29.978172;
DAS748;17:19:29.737172;17:19:29.977632;
DAS749;17:19:29.736884;17:19:29.977591;
DAS750;17:19:29.735097;17:19:29.981051;
DAS751;17:19:29.734810;17:19:29.980510;
DAS752;17:19:29.735023;17:19:29.979970;
DAS753;17:19:29.730236;17:19:29.972929;
DAS754;17:19:29.729949;17:19:29.972389;
DAS755;17:19:29.729662;17:19:29.971848;
DAS756;17:19:29.729374;17:19:29.971808;
DAS757;17:19:29.729087;17:19:29.971267;
DAS758;17:19:29.728800;17:19:29.975226;
DAS759;17:19:29.728513;17:19:29.975186;
DAS760;17:19:29.728226;17:19:29.969645;
DAS761;17:19:29.729939;17:19:29.969605;
DAS762;17:19:29.729652;17:19:29.969064;
DAS763;17:19:29.728864;17:19:29.969024;
DAS764;17:19:29.729077;17:19:29.968483;
DAS765;17:19:29.728290;17:19:29.968443;
DAS766;17:19:29.728503;17:19:29.968402;
DAS767;17:19:29.728216;17:19:29.967862;
DAS768;17:19:29.727929;17:19:29.967821;
DAS769;17:19:29.727642;17:19:29.967781;
DAS770;17:19:29.727354;17:19:29.968240;
DAS771;17:19:29.727067;17:19:29.968200;
DAS772;17:19:29.726780;17:19:29.967159;
DAS773;17:19:29.726993;17:19:29.966119;
DAS774;17:19:29.727206;17:19:29.965578;
DAS775;17:19:29.726919;17:19:29.965038;
DAS776;17:19:29.727132;17:19:29.964497;
DAS777;17:19:29.726345;17:19:29.964456;
DAS778;17:19:29.726557;17:19:29.963974;
DAS779;17:19:29.725770;17:19:29.964012;
DAS780;17:19:29.725983;17:19:29.963549;
DAS781;17:19:29.725696;17:19:29.963087;
DAS782;17:19:29.721909;17:19:29.962625;
DAS783;17:19:29.725622;17:19:29.962162;
DAS784;17:19:29.721335;17:19:29.961700;
DAS785;17:19:29.729547;17:19:29.961738;
DAS786;17:19:29.720760;17:19:29.960776;
DAS787;17:19:29.720473;17:19:29.960813;
DAS788;17:19:29.720186;17:19:29.960351;
DAS789;17:19:29.719899;17:19:29.959889;
DAS790;17:19:29.719612;17:19:29.958426;
DAS791;17:19:29.719325;17:19:29.957964;
DAS792;17:19:29.719037;17:19:29.958002;
DAS793;17:19:29.718750;17:19:29.957540;
DAS794;17:19:29.718463;17:19:29.957077;
DAS795;17:19:29.718176;17:19:29.957115;
DAS796;17:19:29.717889;17:19:29.951653;
DAS797;17:19:29.717602;17:19:29.951190;
DAS798;17:19:29.717315;17:19:29.951228;
DAS799;17:19:29.717027;17:19:29.950266;
DAS800;17:19:29.717240;17:19:29.949804;
DAS801;17:19:29.717466;17:19:29.949337;
DAS802;17:19:29.717210;17:19:29.948369;
DAS803;17:19:29.719455;17:19:29.947902;
DAS804;17:19:29.719699;17:19:29.949434;
DAS805;17:19:29.719444;17:19:29.948966;
DAS806;17:19:29.719188;17:19:29.952498;
DAS807;17:19:29.718933;17:19:29.952030;
DAS808;17:19:29.718677;17:19:29.952062;
DAS809;17:19:29.718422;17:19:29.952094;
DAS810;17:19:29.718166;17:19:29.951627;
DAS811;17:19:29.717411;17:19:29.944159;
DAS812;17:19:29.717655;17:19:29.944191;
DAS813;17:19:29.716900;17:19:29.943723;
DAS814;17:19:29.717144;17:19:29.943255;
DAS815;17:19:29.716389;17:19:29.942787;
DAS816;17:19:29.712633;17:19:29.942320;
DAS817;17:19:29.712378;17:19:29.942352;
DAS818;17:19:29.712122;17:19:29.941884;
DAS819;17:19:29.711867;17:19:29.947916;
DAS820;17:19:29.711611;17:19:29.947448;
DAS821;17:19:29.711356;17:19:29.946980;
DAS822;17:19:29.711100;17:19:29.944513;
DAS823;17:19:29.710845;17:19:29.944045;
DAS824;17:19:29.710589;17:19:29.944077;
DAS825;17:19:29.710334;17:19:29.940109;
DAS826;17:19:29.710078;17:19:29.940141;
DAS827;17:19:29.715323;17:19:29.938173;
DAS828;17:19:29.712067;17:19:29.943706;
DAS829;17:19:29.710812;17:19:29.943738;
DAS830;17:19:29.710557;17:19:29.943270;
DAS831;17:19:29.709301;17:19:29.943302;
DAS832;17:19:29.709046;17:19:29.936834;
DAS833;17:19:29.708290;17:19:29.942366;
DAS834;17:19:29.708535;17:19:29.934899;
DAS835;17:19:29.707779;17:19:29.934431;
DAS836;17:19:29.708024;17:19:29.934463;
DAS837;17:19:29.707268;17:19:29.937495;
DAS838;17:19:29.707513;17:19:29.937027;
DAS839;17:19:29.706757;17:19:29.933059;
DAS840;17:19:29.706502;17:19:29.937092;
DAS841;17:19:29.706746;17:19:29.930124;
DAS842;17:19:29.706491;17:19:29.929656;
DAS843;17:19:29.706235;17:19:29.929688;
DAS844;17:19:29.705980;17:19:29.932720;
DAS845;17:19:29.705724;17:19:29.931752;
DAS846;17:19:29.704969;17:19:29.929784;
DAS847;17:19:29.705213;17:19:29.931317;
DAS848;17:19:29.704458;17:19:29.927349;
DAS849;17:19:29.708202;17:19:29.927381;
DAS850;17:19:29.707447;17:19:29.926913;
DAS851;17:19:29.707691;17:19:29.926945;
DAS852;17:19:29.706945;17:19:29.929477;
DAS853;17:19:29.707199;17:19:29.927007;
DAS854;17:19:29.708953;17:19:29.926534;
DAS855;17:19:29.703207;17:19:29.928561;
DAS856;17:19:29.702461;17:19:29.923088;
DAS857;17:19:29.702215;17:19:29.924115;
DAS858;17:19:29.701970;17:19:29.924642;
DAS859;17:19:29.701724;17:19:29.921669;
DAS860;17:19:29.701478;17:19:29.924696;
DAS861;17:19:29.701232;17:19:29.924223;
DAS862;17:19:29.700986;17:19:29.923750;
DAS863;17:19:29.700740;17:19:29.919777;
DAS864;17:19:29.700495;17:19:29.919304;
DAS865;17:19:29.700249;17:19:29.918831;
DAS866;17:19:29.700003;17:19:29.918358;
DAS867;17:19:29.703257;17:19:29.918385;
DAS868;17:19:29.703011;17:19:29.918412;
DAS869;17:19:29.702765;17:19:29.918439;
DAS870;17:19:29.702520;17:19:29.917966;
DAS871;17:19:29.702274;17:19:29.917993;
DAS872;17:19:29.700028;17:19:29.918020;
DAS873;17:19:29.699282;17:19:29.918047;
DAS874;17:19:29.699536;17:19:29.918073;
DAS875;17:19:29.699291;17:19:29.917600;
DAS876;17:19:29.699545;17:19:29.917706;
DAS877;17:19:29.698799;17:19:29.916817;
DAS878;17:19:29.699553;17:19:29.916927;
DAS879;17:19:29.698807;17:19:29.917038;
DAS880;17:19:29.699061;17:19:29.919648;
DAS881;17:19:29.701816;17:19:29.918259;
DAS882;17:19:29.701570;17:19:29.912869;
DAS883;17:19:29.701324;17:19:29.912480;
DAS884;17:19:29.701578;17:19:29.912090;
DAS885;17:19:29.702832;17:19:29.912201;
DAS886;17:19:29.695086;17:19:29.911311;
DAS887;17:19:29.698841;17:19:29.911422;
DAS888;17:19:29.698595;17:19:29.911032;
DAS889;17:19:29.698349;17:19:29.910643;
DAS890;17:19:29.698103;17:19:29.909753;
DAS891;17:19:29.697357;17:19:29.909364;
DAS892;17:19:29.697611;17:19:29.908974;
DAS893;17:19:29.696866;17:19:29.909085;
DAS894;17:19:29.693120;17:19:29.908695;
DAS895;17:19:29.696374;17:19:29.907806;
DAS896;17:19:29.692628;17:19:29.907416;
DAS897;17:19:29.692382;17:19:29.907527;
DAS898;17:19:29.692137;17:19:29.907137;
DAS899;17:19:29.691891;17:19:29.906748;
DAS900;17:19:29.691645;17:19:29.906324;
DAS901;17:19:29.693899;17:19:29.905842;
DAS902;17:19:29.693200;17:19:29.905360;
DAS903;17:19:29.692505;17:19:29.905377;
DAS904;17:19:29.691811;17:19:29.904895;
DAS905;17:19:29.692116;17:19:29.906913;
DAS906;17:19:29.691422;17:19:29.902930;
DAS907;17:19:29.691227;17:19:29.900948;
DAS908;17:19:29.691033;17:19:29.900466;
DAS909;17:19:29.690338;17:19:29.905984;
DAS910;17:19:29.689644;17:19:29.906001;
DAS911;17:19:29.694449;17:19:29.900519;
DAS912;17:19:29.694255;17:19:29.900037;
DAS913;17:19:29.694560;17:19:29.900054;
DAS914;17:19:29.697865;17:19:29.901572;
DAS915;17:19:29.688671;17:19:29.901590;
DAS916;17:19:29.688476;17:19:29.901107;
DAS917;17:19:29.688282;17:19:29.896125;
DAS918;17:19:29.688087;17:19:29.903143;
DAS919;17:19:29.687893;17:19:29.903161;
DAS920;17:19:29.687698;17:19:29.895178;
DAS921;17:19:29.694004;17:19:29.895196;
DAS922;17:19:29.693309;17:19:29.894714;
DAS923;17:19:29.693615;17:19:29.894731;
DAS924;17:19:29.693420;17:19:29.894249;
DAS925;17:19:29.686726;17:19:29.893767;
DAS926;17:19:29.689531;17:19:29.893784;
DAS927;17:19:29.688837;17:19:29.893302;
DAS928;17:19:29.688142;17:19:29.898820;
DAS929;17:19:29.687948;17:19:29.898837;
DAS930;17:19:29.686753;17:19:29.889855;
DAS931;17:19:29.686559;17:19:29.889373;
DAS932;17:19:29.685864;17:19:29.888891;
DAS933;17:19:29.685669;17:19:29.888408;
DAS934;17:19:29.684975;17:19:29.887926;
DAS935;17:19:29.684780;17:19:29.887444;
DAS936;17:19:29.684586;17:19:29.886961;
DAS937;17:19:29.684391;17:19:29.886979;
DAS938;17:19:29.685197;17:19:29.885997;
DAS939;17:19:29.685002;17:19:29.886014;
DAS940;17:19:29.684808;17:19:29.885032;
DAS941;17:19:29.685113;17:19:29.885050;
DAS942;17:19:29.684919;17:19:29.884567;
DAS943;17:19:29.684724;17:19:29.884585;
DAS944;17:19:29.684530;17:19:29.884103;
DAS945;17:19:29.684335;17:19:29.884121;
DAS946;17:19:29.684141;17:19:29.887638;
DAS947;17:19:29.687946;17:19:29.883656;
DAS948;17:19:29.687752;17:19:29.887174;
DAS949;17:19:29.682057;17:19:29.886691;
DAS950;17:19:29.681863;17:19:29.886209;
DAS951;17:19:29.681668;17:19:29.879741;
DAS952;17:19:29.681473;17:19:29.879282;
DAS953;17:19:29.681279;17:19:29.878823;
DAS954;17:19:29.683084;17:19:29.878363;
DAS955;17:19:29.682390;17:19:29.877904;
DAS956;17:19:29.682195;17:19:29.877445;
DAS957;17:19:29.682001;17:19:29.876985;
DAS958;17:19:29.681806;17:19:29.876526;
DAS959;17:19:29.681612;17:19:29.876067;
DAS960;17:19:29.681417;17:19:29.876108;
DAS961;17:19:29.681723;17:19:29.875648;
DAS962;17:19:29.681528;17:19:29.875689;
DAS963;17:19:29.680334;17:19:29.875230;
DAS964;17:19:29.680639;17:19:29.874770;
DAS965;17:19:29.679945;17:19:29.874311;
DAS966;17:19:29.679750;17:19:29.873852;
DAS967;17:19:29.680056;17:19:29.873892;
DAS968;17:19:29.679861;17:19:29.871933;
DAS969;17:19:29.679667;17:19:29.871474;
DAS970;17:19:29.679472;17:19:29.871014;
DAS971;17:19:29.678777;17:19:29.870555;
DAS972;17:19:29.679083;17:19:29.870096;
DAS973;17:19:29.678888;17:19:29.869637;
DAS974;17:19:29.679194;17:19:29.869177;
DAS975;17:19:29.684499;17:19:29.869218;
DAS976;17:19:29.684305;17:19:29.868259;
DAS977;17:19:29.677610;17:19:29.867799;
DAS978;17:19:29.677416;17:19:29.872840;
DAS979;17:19:29.680221;17:19:29.872381;
DAS980;17:19:29.676027;17:19:29.872421;
DAS981;17:19:29.675832;17:19:29.870462;
DAS982;17:19:29.681138;17:19:29.872003;
DAS983;17:19:29.680943;17:19:29.872043;
DAS984;17:19:29.680749;17:19:29.871584;
DAS985;17:19:29.680554;17:19:29.871625;
DAS986;17:19:29.675360;17:19:29.865666;
DAS987;17:19:29.675665;17:19:29.863206;
DAS988;17:19:29.675471;17:19:29.862747;
DAS989;17:19:29.675276;17:19:29.864788;
DAS990;17:19:29.676082;17:19:29.864828;
DAS991;17:19:29.675887;17:19:29.865369;
DAS992;17:19:29.676192;17:19:29.864910;
DAS993;17:19:29.675498;17:19:29.864950;
DAS994;17:19:29.674803;17:19:29.864491;
DAS995;17:19:29.673109;17:19:29.864532;
#002;2019/04/27T17:20:10.905401;0;0;0;
DAS591;17:20:10.905401;17:20:11.194711;
DAS592;17:20:10.905534;17:20:11.194421;
DAS593;17:20:10.905667;17:20:11.194632;
DAS594;17:20:10.905299;17:20:11.198842;
DAS595;17:20:10.904932;17:20:11.191053;
DAS596;17:20:10.899064;17:20:11.190264;
DAS597;17:20:10.898697;17:20:11.189474;
DAS598;17:20:10.904330;17:20:11.190185;
DAS599;17:20:10.903962;17:20:11.189895;
DAS600;17:20:10.903595;17:20:11.190634;
DAS601;17:20:10.903239;17:20:11.189948;
DAS602;17:20:10.902890;17:20:11.189762;
DAS603;17:20:10.902540;17:20:11.192575;
DAS604;17:20:10.902690;17:20:11.191889;
DAS605;17:20:10.901841;17:20:11.189203;
DAS606;17:20:10.901991;17:20:11.188516;
DAS607;17:20:10.898141;17:20:11.184330;
DAS608;17:20:10.901292;17:20:11.184644;
DAS609;17:20:10.900942;17:20:11.183958;
DAS610;17:20:10.895092;17:20:11.183271;
DAS611;17:20:10.895743;17:20:11.183585;
DAS612;17:20:10.902393;17:20:11.182899;
DAS613;17:20:10.902043;17:20:11.185713;
DAS614;17:20:10.895194;17:20:11.182526;
DAS615;17:20:10.901344;17:20:11.181840;
DAS616;17:20:10.892494;17:20:11.180154;
DAS617;17:20:10.892645;17:20:11.179468;
DAS618;17:20:10.891795;17:20:11.178781;
DAS619;17:20:10.891945;17:20:11.178595;
DAS620;17:20:10.892096;17:20:11.175409;
DAS621;17:20:10.892246;17:20:11.175722;
DAS622;17:20:10.891396;17:20:11.175536;
DAS623;17:20:10.891547;17:20:11.174850;
DAS624;17:20:10.891197;17:20:11.175164;
DAS625;17:20:10.890847;17:20:11.174977;
DAS626;17:20:10.890498;17:20:11.174291;
DAS627;17:20:10.890648;17:20:11.174605;
DAS628;17:20:10.889798;17:20:11.174419;
DAS629;17:20:10.889949;17:20:11.167232;
DAS630;17:20:10.892599;17:20:11.166546;
DAS631;17:20:10.892249;17:20:11.168860;
DAS632;17:20:10.891900;17:20:11.168174;
DAS633;17:20:10.891550;17:20:11.167987;
DAS634;17:20:10.885700;17:20:11.167301;
DAS635;17:20:10.885351;17:20:11.163115;
DAS636;17:20:10.885001;17:20:11.162428;
DAS637;17:20:10.884651;17:20:11.162742;
DAS638;17:20:10.884302;17:20:11.161056;
DAS639;17:20:10.883952;17:20:11.160370;
DAS640;17:20:10.887102;17:20:11.159683;
DAS641;17:20:10.883252;17:20:11.158997;
DAS642;17:20:10.882903;17:20:11.162311;
DAS643;17:20:10.882553;17:20:11.162125;
DAS644;17:20:10.882203;17:20:11.161938;
DAS645;17:20:10.881854;17:20:11.160752;
DAS646;17:20:10.881504;17:20:11.155566;
DAS647;17:20:10.881154;17:20:11.154880;
DAS648;17:20:10.880805;17:20:11.154193;
DAS649;17:20:10.882955;17:20:11.158007;
DAS650;17:20:10.883105;17:20:11.157821;
DAS651;17:20:10.882256;17:20:11.157635;
DAS652;17:20:10.885906;17:20:11.156948;
DAS653;17:20:10.882056;17:20:11.156762;
DAS654;17:20:10.878707;17:20:11.157076;
DAS655;17:20:10.881857;17:20:11.149389;
DAS656;17:20:10.879507;17:20:11.148703;
DAS657;17:20:10.879158;17:20:11.148517;
DAS658;17:20:10.878808;17:20:11.148331;
DAS659;17:20:10.878458;17:20:11.148644;
DAS660;17:20:10.878109;17:20:11.148458;
DAS661;17:20:10.877759;17:20:11.148272;
DAS662;17:20:10.877909;17:20:11.147586;
DAS663;17:20:10.877560;17:20:11.150899;
DAS664;17:20:10.877710;17:20:11.150713;
DAS665;17:20:10.876860;17:20:11.150527;
DAS666;17:20:10.877011;17:20:11.145841;
DAS667;17:20:10.876661;17:20:11.145654;
DAS668;17:20:10.875811;17:20:11.144968;
DAS669;17:20:10.875962;17:20:11.144282;
DAS670;17:20:10.874612;17:20:11.140595;
DAS671;17:20:10.873262;17:20:11.139909;
DAS672;17:20:10.872913;17:20:11.139723;
DAS673;17:20:10.872563;17:20:11.139037;
DAS674;17:20:10.875213;17:20:11.138850;
DAS675;17:20:10.874364;17:20:11.141164;
DAS676;17:20:10.874014;17:20:11.134978;
DAS677;17:20:10.870664;17:20:11.134292;
DAS678;17:20:10.870315;17:20:11.134105;
DAS679;17:20:10.869965;17:20:11.133919;
DAS680;17:20:10.870115;17:20:11.134233;
DAS681;17:20:10.869266;17:20:11.133547;
DAS682;17:20:10.869416;17:20:11.133360;
DAS683;17:20:10.869066;17:20:11.136674;
DAS684;17:20:10.869217;17:20:11.136488;
DAS685;17:20:10.868867;17:20:11.135801;
DAS686;17:20:10.872517;17:20:11.130115;
DAS687;17:20:10.872168;17:20:11.129429;
DAS688;17:20:10.871818;17:20:11.126743;
DAS689;17:20:10.871468;17:20:11.126056;
DAS690;17:20:10.871119;17:20:11.125370;
DAS691;17:20:10.868769;17:20:11.125184;
DAS692;17:20:10.868919;17:20:11.126498;
DAS693;17:20:10.868570;17:20:11.126311;
DAS694;17:20:10.868720;17:20:11.122625;
DAS695;17:20:10.867870;17:20:11.121939;
DAS696;17:20:10.864021;17:20:11.121253;
DAS697;17:20:10.868171;17:20:11.120566;
DAS698;17:20:10.869821;17:20:11.119880;
DAS699;17:20:10.863472;17:20:11.119194;
DAS700;17:20:10.864122;17:20:11.119008;
DAS701;17:20:10.863272;17:20:11.118321;
DAS702;17:20:10.863423;17:20:11.118747;
DAS703;17:20:10.863073;17:20:11.118714;
DAS704;17:20:10.863223;17:20:11.118182;
DAS705;17:20:10.862374;17:20:11.118149;
DAS706;17:20:10.865524;17:20:11.118116;
DAS707;17:20:10.864267;17:20:11.117584;
DAS708;17:20:10.864632;17:20:11.117551;
DAS709;17:20:10.863997;17:20:11.117018;
DAS710;17:20:10.863362;17:20:11.115986;
DAS711;17:20:10.864727;17:20:11.120453;
DAS712;17:20:10.864591;17:20:11.119920;
DAS713;17:20:10.864456;17:20:11.119388;
DAS714;17:20:10.864321;17:20:11.113355;
DAS715;17:20:10.864186;17:20:11.113322;
DAS716;17:20:10.864051;17:20:11.109789;
DAS717;17:20:10.863415;17:20:11.109257;
DAS718;17:20:10.862780;17:20:11.109724;
DAS719;17:20:10.863145;17:20:11.109191;
DAS720;17:20:10.863010;17:20:11.109159;
DAS721;17:20:10.862375;17:20:11.108626;
DAS722;17:20:10.862239;17:20:11.108093;
DAS723;17:20:10.861604;17:20:11.107061;
DAS724;17:20:10.860469;17:20:11.105528;
DAS725;17:20:10.859834;17:20:11.104995;
DAS726;17:20:10.860199;17:20:11.106963;
DAS727;17:20:10.859563;17:20:11.110930;
DAS728;17:20:10.862928;17:20:11.110397;
DAS729;17:20:10.862793;17:20:11.109865;
DAS730;17:20:10.862658;17:20:11.109332;
DAS731;17:20:10.862023;17:20:11.108799;
DAS732;17:20:10.860887;17:20:11.108767;
DAS733;17:20:10.863252;17:20:11.105734;
DAS734;17:20:10.857117;17:20:11.105701;
DAS735;17:20:10.856482;17:20:11.102669;
DAS736;17:20:10.856347;17:20:11.105136;
DAS737;17:20:10.856211;17:20:11.105103;
DAS738;17:20:10.856076;17:20:11.101571;
DAS739;17:20:10.861441;17:20:11.098538;
DAS740;17:20:10.860806;17:20:11.098005;
DAS741;17:20:10.861171;17:20:11.097472;
DAS742;17:20:10.860535;17:20:11.097440;
DAS743;17:20:10.859900;17:20:11.097407;
DAS744;17:20:10.859765;17:20:11.096874;
DAS745;17:20:10.860130;17:20:11.096842;
DAS746;17:20:10.855495;17:20:11.096309;
DAS747;17:20:10.854859;17:20:11.096276;
DAS748;17:20:10.854724;17:20:11.096244;
DAS749;17:20:10.854589;17:20:11.092211;
DAS750;17:20:10.856454;17:20:11.091678;
DAS751;17:20:10.855281;17:20:11.091146;
DAS752;17:20:10.855510;17:20:11.091113;
DAS753;17:20:10.855240;17:20:11.090580;
DAS754;17:20:10.854470;17:20:11.090548;
DAS755;17:20:10.854199;17:20:11.090515;
DAS756;17:20:10.853929;17:20:11.089982;
DAS757;17:20:10.853658;17:20:11.088950;
DAS758;17:20:10.853388;17:20:11.087917;
DAS759;17:20:10.853118;17:20:11.094384;
DAS760;17:20:10.853347;17:20:11.093352;
DAS761;17:20:10.851577;17:20:11.092819;
DAS762;17:20:10.855806;17:20:11.085286;
