station northing easting depth
DAS247 4262994.000108605 335782.09998680453 251.94
DAS248 4262994.000108605 335782.09998680453 252.96
DAS249 4262994.000108605 335782.09998680453 253.98000000000002
DAS250 4262994.000108605 335782.09998680453 255.0
DAS251 4262994.000108605 335782.09998680453 256.02
DAS252 4262994.000108605 335782.09998680453 257.04
DAS253 4262994.000108605 335782.09998680453 258.06
DAS254 4262994.000108605 335782.09998680453 259.08
DAS255 4262994.000108605 335782.09998680453 260.1
DAS256 4262994.000108605 335782.09998680453 261.12
DAS257 4262994.000108605 335782.09998680453 262.14
DAS258 4262994.000108605 335782.09998680453 263.16
DAS259 4262994.000108605 335782.09998680453 264.18
DAS260 4262994.000108605 335782.09998680453 265.2
DAS261 4262994.000108605 335782.09998680453 266.22
DAS262 4262994.000108605 335782.09998680453 267.24
DAS263 4262994.000108605 335782.09998680453 268.26
DAS264 4262994.000108605 335782.09998680453 269.28000000000003
DAS265 4262994.000108605 335782.09998680453 270.3
DAS266 4262994.000108605 335782.09998680453 271.32
DAS267 4262994.000108605 335782.09998680453 272.34000000000003
DAS268 4262994.000108605 335782.09998680453 273.36
DAS269 4262994.000108605 335782.09998680453 274.38
DAS270 4262994.000108605 335782.09998680453 275.4
DAS271 4262994.000108605 335782.09998680453 276.42
DAS272 4262994.000108605 335782.09998680453 277.44
DAS273 4262994.000108605 335782.09998680453 278.46
DAS274 4262994.000108605 335782.09998680453 279.48
DAS275 4262994.000108605 335782.09998680453 280.5
DAS276 4262994.000108605 335782.09998680453 281.52
DAS277 4262994.000108605 335782.09998680453 282.54
DAS278 4262994.000108605 335782.09998680453 283.56
DAS279 4262994.000108605 335782.09998680453 284.58
DAS280 4262994.000108605 335782.09998680453 285.6
DAS281 4262994.000108605 335782.09998680453 286.62
DAS282 4262994.000108605 335782.09998680453 287.64
DAS283 4262994.000108605 335782.09998680453 288.66
DAS284 4262994.000108605 335782.09998680453 289.68
DAS285 4262994.000108605 335782.09998680453 290.7
DAS286 4262994.000108605 335782.09998680453 291.72
DAS287 4262994.000108605 335782.09998680453 292.74
DAS288 4262994.000108605 335782.09998680453 293.76
DAS289 4262994.000108605 335782.09998680453 294.78000000000003
DAS290 4262994.000108605 335782.09998680453 295.8
DAS291 4262994.000108605 335782.09998680453 296.82
DAS292 4262994.000108605 335782.09998680453 297.84000000000003
DAS293 4262994.000108605 335782.09998680453 298.86
DAS294 4262994.000108605 335782.09998680453 299.88
DAS295 4262994.000108605 335782.09998680453 300.9
DAS296 4262994.000108605 335782.09998680453 301.92
DAS297 4262994.000108605 335782.09998680453 302.94
DAS298 4262994.000108605 335782.09998680453 303.96
DAS299 4262994.000108605 335782.09998680453 304.98
DAS300 4262994.000108605 335782.09998680453 306.0
DAS301 4262994.000108605 335782.09998680453 307.02
DAS302 4262994.000108605 335782.09998680453 308.04
DAS303 4262994.000108605 335782.09998680453 309.06
DAS304 4262994.000108605 335782.09998680453 310.08
DAS305 4262994.000108605 335782.09998680453 311.1
DAS306 4262994.000108605 335782.09998680453 312.12
DAS307 4262994.000108605 335782.09998680453 313.14
DAS308 4262994.000108605 335782.09998680453 314.16
DAS309 4262994.000108605 335782.09998680453 315.18
DAS310 4262994.000108605 335782.09998680453 316.2
DAS311 4262994.000108605 335782.09998680453 317.22
DAS312 4262994.000108605 335782.09998680453 318.24
DAS313 4262994.000108605 335782.09998680453 319.26
DAS314 4262994.000108605 335782.09998680453 320.28000000000003
DAS315 4262994.000108605 335782.09998680453 321.3
DAS316 4262994.000108605 335782.09998680453 322.32
DAS317 4262994.000108605 335782.09998680453 323.34000000000003
DAS318 4262994.000108605 335782.09998680453 324.36
DAS319 4262994.000108605 335782.09998680453 325.38
DAS320 4262994.000108605 335782.09998680453 326.4
DAS321 4262994.000108605 335782.09998680453 327.42
DAS322 4262994.000108605 335782.09998680453 328.44
DAS323 4262994.000108605 335782.09998680453 329.46
DAS324 4262994.000108605 335782.09998680453 330.48
DAS325 4262994.000108605 335782.09998680453 331.5
DAS326 4262994.000108605 335782.09998680453 332.52
DAS327 4262994.000108605 335782.09998680453 333.54
DAS328 4262994.000108605 335782.09998680453 334.56
DAS329 4262994.000108605 335782.09998680453 335.58
DAS330 4262994.000108605 335782.09998680453 336.6
DAS331 4262994.000108605 335782.09998680453 337.62
DAS332 4262994.000108605 335782.09998680453 338.64
DAS333 4262994.000108605 335782.09998680453 339.66
DAS334 4262994.000108605 335782.09998680453 340.68
DAS335 4262994.000108605 335782.09998680453 341.7
DAS336 4262994.000108605 335782.09998680453 342.72
DAS337 4262994.000108605 335782.09998680453 343.74
DAS338 4262994.000108605 335782.09998680453 344.76
DAS339 4262994.000108605 335782.09998680453 345.78000000000003
DAS340 4262994.000108605 335782.09998680453 346.8
DAS341 4262994.000108605 335782.09998680453 347.82
DAS342 4262994.000108605 335782.09998680453 348.84000000000003
DAS343 4262994.000108605 335782.09998680453 349.86
DAS344 4262994.000108605 335782.09998680453 350.88
DAS345 4262994.000108605 335782.09998680453 351.90000000000003
DAS346 4262994.000108605 335782.09998680453 352.92
DAS347 4262994.000108605 335782.09998680453 353.94
DAS348 4262994.000108605 335782.09998680453 354.96
DAS349 4262994.000108605 335782.09998680453 355.98
DAS350 4262994.000108605 335782.09998680453 357.0
DAS351 4262994.000108605 335782.09998680453 358.02
DAS352 4262994.000108605 335782.09998680453 359.04
DAS353 4262994.000108605 335782.09998680453 360.06
DAS354 4262994.000108605 335782.09998680453 361.08
DAS355 4262994.000108605 335782.09998680453 362.1
DAS356 4262994.000108605 335782.09998680453 363.12
DAS357 4262994.000108605 335782.09998680453 364.14
DAS358 4262994.000108605 335782.09998680453 365.16
DAS359 4262994.000108605 335782.09998680453 366.18
DAS360 4262994.000108605 335782.09998680453 367.2
DAS361 4262994.000108605 335782.09998680453 368.22
DAS362 4262994.000108605 335782.09998680453 369.24
DAS363 4262994.000108605 335782.09998680453 370.26
DAS364 4262994.000108605 335782.09998680453 371.28000000000003
DAS365 4262994.000108605 335782.09998680453 372.3
DAS366 4262994.000108605 335782.09998680453 373.32
DAS367 4262994.000108605 335782.09998680453 374.34000000000003
DAS368 4262994.000108605 335782.09998680453 375.36
DAS369 4262994.000108605 335782.09998680453 376.38
DAS370 4262994.000108605 335782.09998680453 377.40000000000003
DAS371 4262994.000108605 335782.09998680453 378.42
DAS372 4262994.000108605 335782.09998680453 379.44
DAS373 4262994.000108605 335782.09998680453 380.46
DAS374 4262994.000108605 335782.09998680453 381.48
DAS375 4262994.000108605 335782.09998680453 382.5
DAS376 4262994.000108605 335782.09998680453 383.52
DAS377 4262994.000108605 335782.09998680453 384.54
DAS378 4262994.000108605 335782.09998680453 385.56
DAS379 4262994.000108605 335782.09998680453 386.58
DAS380 4262994.000108605 335782.09998680453 387.6
DAS381 4262994.000108605 335782.09998680453 388.62
DAS382 4262994.000108605 335782.09998680453 389.64
DAS383 4262994.000108605 335782.09998680453 390.66
DAS384 4262994.000108605 335782.09998680453 391.68
DAS385 4262994.000108605 335782.09998680453 392.7
DAS386 4262994.000108605 335782.09998680453 393.72
DAS387 4262994.000108605 335782.09998680453 394.74
DAS388 4262994.000108605 335782.09998680453 395.76
DAS389 4262994.000108605 335782.09998680453 396.78000000000003
DAS390 4262994.000108605 335782.09998680453 397.8
DAS391 4262994.000108605 335782.09998680453 398.82
DAS392 4262994.000108605 335782.09998680453 399.84000000000003
DAS393 4262994.000108605 335782.09998680453 400.86
DAS394 4262994.000108605 335782.09998680453 401.88
DAS395 4262994.000108605 335782.09998680453 402.90000000000003
DAS396 4262994.000108605 335782.09998680453 403.92
DAS397 4262994.000108605 335782.09998680453 404.94
DAS398 4262994.000108605 335782.09998680453 405.96
DAS399 4262994.000108605 335782.09998680453 406.98
DAS400 4262994.000108605 335782.09998680453 408.0
DAS401 4262994.000108605 335782.09998680453 409.02
DAS402 4262994.000108605 335782.09998680453 410.04
DAS403 4262994.000108605 335782.09998680453 411.06
DAS404 4262994.000108605 335782.09998680453 412.08
DAS405 4262994.000108605 335782.09998680453 413.1
DAS406 4262994.000108605 335782.09998680453 414.12
DAS407 4262994.000108605 335782.09998680453 415.14
DAS408 4262994.000108605 335782.09998680453 416.16
DAS409 4262994.000108605 335782.09998680453 417.18
DAS410 4262994.000108605 335782.09998680453 418.2
DAS411 4262994.000108605 335782.09998680453 419.22
DAS412 4262994.000108605 335782.09998680453 420.24
DAS413 4262994.000108605 335782.09998680453 421.26
DAS414 4262994.000108605 335782.09998680453 422.28000000000003
DAS415 4262994.000108605 335782.09998680453 423.3
DAS416 4262994.000108605 335782.09998680453 424.32
DAS417 4262994.000108605 335782.09998680453 425.34000000000003
DAS418 4262994.000108605 335782.09998680453 426.36
DAS419 4262994.000108605 335782.09998680453 427.38
DAS420 4262994.000108605 335782.09998680453 428.40000000000003
DAS421 4262994.000108605 335782.09998680453 429.42
DAS422 4262994.000108605 335782.09998680453 430.44
DAS423 4262994.000108605 335782.09998680453 431.46
DAS424 4262994.000108605 335782.09998680453 432.48
DAS425 4262994.000108605 335782.09998680453 433.5
DAS426 4262994.000108605 335782.09998680453 434.52
DAS427 4262994.000108605 335782.09998680453 435.54
DAS428 4262994.000108605 335782.09998680453 436.56
DAS429 4262994.000108605 335782.09998680453 437.58
DAS430 4262994.000108605 335782.09998680453 438.6
DAS431 4262994.000108605 335782.09998680453 439.62
DAS432 4262994.000108605 335782.09998680453 440.64
DAS433 4262994.000108605 335782.09998680453 441.66
DAS434 4262994.000108605 335782.09998680453 442.68
DAS435 4262994.000108605 335782.09998680453 443.7
DAS436 4262994.000108605 335782.09998680453 444.72
DAS437 4262994.000108605 335782.09998680453 445.74
DAS438 4262994.000108605 335782.09998680453 446.76
DAS439 4262994.000108605 335782.09998680453 447.78000000000003
DAS440 4262994.000108605 335782.09998680453 448.8
DAS441 4262994.000108605 335782.09998680453 449.82
DAS442 4262994.000108605 335782.09998680453 450.84000000000003
DAS443 4262994.000108605 335782.09998680453 451.86
DAS444 4262994.000108605 335782.09998680453 452.88
DAS445 4262994.000108605 335782.09998680453 453.90000000000003
DAS446 4262994.000108605 335782.09998680453 454.92
DAS447 4262994.000108605 335782.09998680453 455.94
DAS448 4262994.000108605 335782.09998680453 456.96000000000004
DAS449 4262994.000108605 335782.09998680453 457.98
DAS450 4262994.000108605 335782.09998680453 459.0
DAS451 4262994.000108605 335782.09998680453 460.02
DAS452 4262994.000108605 335782.09998680453 461.04
DAS453 4262994.000108605 335782.09998680453 462.06
DAS454 4262994.000108605 335782.09998680453 463.08
DAS455 4262994.000108605 335782.09998680453 464.1
DAS456 4262994.000108605 335782.09998680453 465.12
DAS457 4262994.000108605 335782.09998680453 466.14
DAS458 4262994.000108605 335782.09998680453 467.16
DAS459 4262994.000108605 335782.09998680453 468.18
DAS460 4262994.000108605 335782.09998680453 469.2
DAS461 4262994.000108605 335782.09998680453 470.22
DAS462 4262994.000108605 335782.09998680453 471.24
DAS463 4262994.000108605 335782.09998680453 472.26
DAS464 4262994.000108605 335782.09998680453 473.28000000000003
DAS465 4262994.000108605 335782.09998680453 474.3
DAS466 4262994.000108605 335782.09998680453 475.32
DAS467 4262994.000108605 335782.09998680453 476.34000000000003
DAS468 4262994.000108605 335782.09998680453 477.36
DAS469 4262994.000108605 335782.09998680453 478.38
DAS470 4262994.000108605 335782.09998680453 479.40000000000003
DAS471 4262994.000108605 335782.09998680453 480.42
DAS472 4262994.000108605 335782.09998680453 481.44
DAS473 4262994.000108605 335782.09998680453 482.46000000000004
DAS474 4262994.000108605 335782.09998680453 483.48
DAS475 4262994.000108605 335782.09998680453 484.5
DAS476 4262994.000108605 335782.09998680453 485.52
DAS477 4262994.000108605 335782.09998680453 486.54
DAS478 4262994.000108605 335782.09998680453 487.56
DAS479 4262994.000108605 335782.09998680453 488.58
DAS480 4262994.000108605 335782.09998680453 489.6
DAS481 4262994.000108605 335782.09998680453 490.62
DAS482 4262994.000108605 335782.09998680453 491.64
DAS483 4262994.000108605 335782.09998680453 492.66
DAS484 4262994.000108605 335782.09998680453 493.68
DAS485 4262994.000108605 335782.09998680453 494.7
DAS486 4262994.000108605 335782.09998680453 495.72
DAS487 4262994.000108605 335782.09998680453 496.74
DAS488 4262994.000108605 335782.09998680453 497.76
DAS489 4262994.000108605 335782.09998680453 498.78000000000003
DAS490 4262994.000108605 335782.09998680453 499.8
DAS491 4262994.000108605 335782.09998680453 500.82
DAS492 4262994.000108605 335782.09998680453 501.84000000000003
DAS493 4262994.000108605 335782.09998680453 502.86
DAS494 4262994.000108605 335782.09998680453 503.88
DAS495 4262994.000108605 335782.09998680453 504.90000000000003
DAS496 4262994.000108605 335782.09998680453 505.92
DAS497 4262994.000108605 335782.09998680453 506.94
DAS498 4262994.000108605 335782.09998680453 507.96000000000004
DAS499 4262994.000108605 335782.09998680453 508.98
DAS500 4262994.000108605 335782.09998680453 510.0
DAS501 4262994.000108605 335782.09998680453 511.02
DAS502 4262994.000108605 335782.09998680453 512.04
DAS503 4262994.000108605 335782.09998680453 513.0600000000001
DAS504 4262994.000108605 335782.09998680453 514.08
DAS505 4262994.000108605 335782.09998680453 515.1
DAS506 4262994.000108605 335782.09998680453 516.12
DAS507 4262994.000108605 335782.09998680453 517.14
DAS508 4262994.000108605 335782.09998680453 518.16
DAS509 4262994.000108605 335782.09998680453 519.1800000000001
DAS510 4262994.000108605 335782.09998680453 520.2
DAS511 4262994.000108605 335782.09998680453 521.22
DAS512 4262994.000108605 335782.09998680453 522.24
DAS513 4262994.000108605 335782.09998680453 523.26
DAS514 4262994.000108605 335782.09998680453 524.28
DAS515 4262994.000108605 335782.09998680453 525.3
DAS516 4262994.000108605 335782.09998680453 526.32
DAS517 4262994.000108605 335782.09998680453 527.34
DAS518 4262994.000108605 335782.09998680453 528.36
DAS519 4262994.000108605 335782.09998680453 529.38
DAS520 4262994.000108605 335782.09998680453 530.4
DAS521 4262994.000108605 335782.09998680453 531.42
DAS522 4262994.000108605 335782.09998680453 532.44
DAS523 4262994.000108605 335782.09998680453 533.46
DAS524 4262994.000108605 335782.09998680453 534.48
DAS525 4262994.000108605 335782.09998680453 535.5
DAS526 4262994.000108605 335782.09998680453 536.52
DAS527 4262994.000108605 335782.09998680453 537.54
DAS528 4262994.000108605 335782.09998680453 538.5600000000001
DAS529 4262994.000108605 335782.09998680453 539.58
DAS530 4262994.000108605 335782.09998680453 540.6
DAS531 4262994.000108605 335782.09998680453 541.62
DAS532 4262994.000108605 335782.09998680453 542.64
DAS533 4262994.000108605 335782.09998680453 543.66
DAS534 4262994.000108605 335782.09998680453 544.6800000000001
DAS535 4262994.000108605 335782.09998680453 545.7
DAS536 4262994.000108605 335782.09998680453 546.72
DAS537 4262994.000108605 335782.09998680453 547.74
DAS538 4262994.000108605 335782.09998680453 548.76
DAS539 4262994.000108605 335782.09998680453 549.78
DAS540 4262994.000108605 335782.09998680453 550.8
DAS541 4262994.000108605 335782.09998680453 551.82
DAS542 4262994.000108605 335782.09998680453 552.84
DAS543 4262994.000108605 335782.09998680453 553.86
DAS544 4262994.000108605 335782.09998680453 554.88
DAS545 4262994.000108605 335782.09998680453 555.9
DAS546 4262994.000108605 335782.09998680453 556.92
DAS547 4262994.000108605 335782.09998680453 557.94
