station northing easting depth
DAS548 4262994.000108605 335782.09998680453 558.96
DAS549 4262994.000108605 335782.09998680453 559.98
DAS550 4262994.000108605 335782.09998680453 561.0
DAS551 4262994.000108605 335782.09998680453 562.02
DAS552 4262994.000108605 335782.09998680453 563.04
DAS553 4262994.000108605 335782.09998680453 564.0600000000001
DAS554 4262994.000108605 335782.09998680453 565.08
DAS555 4262994.000108605 335782.09998680453 566.1
DAS556 4262994.000108605 335782.09998680453 567.12
DAS557 4262994.000108605 335782.09998680453 568.14
DAS558 4262994.000108605 335782.09998680453 569.16
DAS559 4262994.000108605 335782.09998680453 570.1800000000001
DAS560 4262994.000108605 335782.09998680453 571.2
DAS561 4262994.000108605 335782.09998680453 572.22
DAS562 4262994.000108605 335782.09998680453 573.24
DAS563 4262994.000108605 335782.09998680453 574.26
DAS564 4262994.000108605 335782.09998680453 575.28
DAS565 4262994.000108605 335782.09998680453 576.3
DAS566 4262994.000108605 335782.09998680453 577.32
DAS567 4262994.000108605 335782.09998680453 578.34
DAS568 4262994.000108605 335782.09998680453 579.36
DAS569 4262994.000108605 335782.09998680453 580.38
DAS570 4262994.000108605 335782.09998680453 581.4
DAS571 4262994.000108605 335782.09998680453 582.42
DAS572 4262994.000108605 335782.09998680453 583.44
DAS573 4262994.000108605 335782.09998680453 584.46
DAS574 4262994.000108605 335782.09998680453 585.48
DAS575 4262994.000108605 335782.09998680453 586.5
DAS576 4262994.000108605 335782.09998680453 587.52
DAS577 4262994.000108605 335782.09998680453 588.54
DAS578 4262994.000108605 335782.09998680453 589.5600000000001
DAS579 4262994.000108605 335782.09998680453 590.58
DAS580 4262994.000108605 335782.09998680453 591.6
DAS581 4262994.000108605 335782.09998680453 592.62
DAS582 4262994.000108605 335782.09998680453 593.64
DAS583 4262994.000108605 335782.09998680453 594.66
DAS584 4262994.000108605 335782.09998680453 595.6800000000001
DAS585 4262994.000108605 335782.09998680453 596.7
DAS586 4262994.000108605 335782.09998680453 597.72
DAS587 4262994.000108605 335782.09998680453 598.74
DAS588 4262994.000108605 335782.09998680453 599.76
DAS589 4262994.000108605 335782.09998680453 600.78
DAS590 4262994.000108605 335782.09998680453 601.8
DAS591 4262994.000108605 335782.09998680453 602.82
DAS592 4262994.000108605 335782.09998680453 603.84
DAS593 4262994.000108605 335782.09998680453 604.86
DAS594 4262994.000108605 335782.09998680453 605.88
DAS595 4262994.000108605 335782.09998680453 606.9
DAS596 4262994.000108605 335782.09998680453 607.92
DAS597 4262994.000108605 335782.09998680453 608.94
DAS598 4262994.000108605 335782.09998680453 609.96
DAS599 4262994.000108605 335782.09998680453 610.98
DAS600 4262994.000108605 335782.09998680453 612.0
DAS601 4262994.000108605 335782.09998680453 613.02
DAS602 4262994.000108605 335782.09998680453 614.04
DAS603 4262994.000108605 335782.09998680453 615.0600000000001
DAS604 4262994.000108605 335782.09998680453 616.08
DAS605 4262994.000108605 335782.09998680453 617.1
DAS606 4262994.000108605 335782.09998680453 618.12
DAS607 4262994.000108605 335782.09998680453 619.14
DAS608 4262994.000108605 335782.09998680453 620.16
DAS609 4262994.000108605 335782.09998680453 621.1800000000001
DAS610 4262994.000108605 335782.09998680453 622.2
DAS611 4262994.000108605 335782.09998680453 623.22
DAS612 4262994.000108605 335782.09998680453 624.24
DAS613 4262994.000108605 335782.09998680453 625.26
DAS614 4262994.000108605 335782.09998680453 626.28
DAS615 4262994.000108605 335782.09998680453 627.3
DAS616 4262994.000108605 335782.09998680453 628.32
DAS617 4262994.000108605 335782.09998680453 629.34
DAS618 4262994.000108605 335782.09998680453 630.36
DAS619 4262994.000108605 335782.09998680453 631.38
DAS620 4262994.000108605 335782.09998680453 632.4
DAS621 4262994.000108605 335782.09998680453 633.42
DAS622 4262994.000108605 335782.09998680453 634.44
DAS623 4262994.000108605 335782.09998680453 635.46
DAS624 4262994.000108605 335782.09998680453 636.48
DAS625 4262994.000108605 335782.09998680453 637.5
DAS626 4262994.000108605 335782.09998680453 638.52
DAS627 4262994.000108605 335782.09998680453 639.54
DAS628 4262994.000108605 335782.09998680453 640.5600000000001
DAS629 4262994.000108605 335782.09998680453 641.58
DAS630 4262994.000108605 335782.09998680453 642.6
DAS631 4262994.000108605 335782.09998680453 643.62
DAS632 4262994.000108605 335782.09998680453 644.64
DAS633 4262994.000108605 335782.09998680453 645.66
DAS634 4262994.000108605 335782.09998680453 646.6800000000001
DAS635 4262994.000108605 335782.09998680453 647.7
DAS636 4262994.000108605 335782.09998680453 648.72
DAS637 4262994.000108605 335782.09998680453 649.74
DAS638 4262994.000108605 335782.09998680453 650.76
DAS639 4262994.000108605 335782.09998680453 651.78
DAS640 4262994.000108605 335782.09998680453 652.8
DAS641 4262994.000108605 335782.09998680453 653.82
DAS642 4262994.000108605 335782.09998680453 654.84
DAS643 4262994.000108605 335782.09998680453 655.86
DAS644 4262994.000108605 335782.09998680453 656.88
DAS645 4262994.000108605 335782.09998680453 657.9
DAS646 4262994.000108605 335782.09998680453 658.92
DAS647 4262994.000108605 335782.09998680453 659.94
DAS648 4262994.000108605 335782.09998680453 660.96
DAS649 4262994.000108605 335782.09998680453 661.98
DAS650 4262994.000108605 335782.09998680453 663.0
DAS651 4262994.000108605 335782.09998680453 664.02
DAS652 4262994.000108605 335782.09998680453 665.04
DAS653 4262994.000108605 335782.09998680453 666.0600000000001
DAS654 4262994.000108605 335782.09998680453 667.08
DAS655 4262994.000108605 335782.09998680453 668.1
DAS656 4262994.000108605 335782.09998680453 669.12
DAS657 4262994.000108605 335782.09998680453 670.14
DAS658 4262994.000108605 335782.09998680453 671.16
DAS659 4262994.000108605 335782.09998680453 672.1800000000001
DAS660 4262994.000108605 335782.09998680453 673.2
DAS661 4262994.000108605 335782.09998680453 674.22
DAS662 4262994.000108605 335782.09998680453 675.24
DAS663 4262994.000108605 335782.09998680453 676.26
DAS664 4262994.000108605 335782.09998680453 677.28
DAS665 4262994.000108605 335782.09998680453 678.3000000000001
DAS666 4262994.000108605 335782.09998680453 679.32
DAS667 4262994.000108605 335782.09998680453 680.34
DAS668 4262994.000108605 335782.09998680453 681.36
DAS669 4262994.000108605 335782.09998680453 682.38
DAS670 4262994.000108605 335782.09998680453 683.4
DAS671 4262994.000108605 335782.09998680453 684.42
DAS672 4262994.000108605 335782.09998680453 685.44
DAS673 4262994.000108605 335782.09998680453 686.46
DAS674 4262994.000108605 335782.09998680453 687.48
DAS675 4262994.000108605 335782.09998680453 688.5
DAS676 4262994.000108605 335782.09998680453 689.52
DAS677 4262994.000108605 335782.09998680453 690.54
DAS678 4262994.000108605 335782.09998680453 691.5600000000001
DAS679 4262994.000108605 335782.09998680453 692.58
DAS680 4262994.000108605 335782.09998680453 693.6
DAS681 4262994.000108605 335782.09998680453 694.62
DAS682 4262994.000108605 335782.09998680453 695.64
DAS683 4262994.000108605 335782.09998680453 696.66
DAS684 4262994.000108605 335782.09998680453 697.6800000000001
DAS685 4262994.000108605 335782.09998680453 698.7
DAS686 4262994.000108605 335782.09998680453 699.72
DAS687 4262994.000108605 335782.09998680453 700.74
DAS688 4262994.000108605 335782.09998680453 701.76
DAS689 4262994.000108605 335782.09998680453 702.78
DAS690 4262994.000108605 335782.09998680453 703.8000000000001
DAS691 4262994.000108605 335782.09998680453 704.82
DAS692 4262994.000108605 335782.09998680453 705.84
DAS693 4262994.000108605 335782.09998680453 706.86
DAS694 4262994.000108605 335782.09998680453 707.88
DAS695 4262994.000108605 335782.09998680453 708.9
DAS696 4262994.000108605 335782.09998680453 709.92
DAS697 4262994.000108605 335782.09998680453 710.94
DAS698 4262994.000108605 335782.09998680453 711.96
DAS699 4262994.000108605 335782.09998680453 712.98
DAS700 4262994.000108605 335782.09998680453 714.0
DAS701 4262994.000108605 335782.09998680453 715.02
DAS702 4262994.000108605 335782.09998680453 716.04
DAS703 4262994.000108605 335782.09998680453 717.0600000000001
DAS704 4262994.000108605 335782.09998680453 718.08
DAS705 4262994.000108605 335782.09998680453 719.1
DAS706 4262994.000108605 335782.09998680453 720.12
DAS707 4262994.000108605 335782.09998680453 721.14
DAS708 4262994.000108605 335782.09998680453 722.16
DAS709 4262994.000108605 335782.09998680453 723.1800000000001
DAS710 4262994.000108605 335782.09998680453 724.2
DAS711 4262994.000108605 335782.09998680453 725.22
DAS712 4262994.000108605 335782.09998680453 726.24
DAS713 4262994.000108605 335782.09998680453 727.26
DAS714 4262994.000108605 335782.09998680453 728.28
DAS715 4262994.000108605 335782.09998680453 729.3000000000001
DAS716 4262994.000108605 335782.09998680453 730.32
DAS717 4262994.000108605 335782.09998680453 731.34
DAS718 4262994.000108605 335782.09998680453 732.36
DAS719 4262994.000108605 335782.09998680453 733.38
DAS720 4262994.000108605 335782.09998680453 734.4
DAS721 4262994.000108605 335782.09998680453 735.42
DAS722 4262994.000108605 335782.09998680453 736.44
DAS723 4262994.000108605 335782.09998680453 737.46
DAS724 4262994.000108605 335782.09998680453 738.48
DAS725 4262994.000108605 335782.09998680453 739.5
DAS726 4262994.000108605 335782.09998680453 740.52
DAS727 4262994.000108605 335782.09998680453 741.54
DAS728 4262994.000108605 335782.09998680453 742.5600000000001
DAS729 4262994.000108605 335782.09998680453 743.58
DAS730 4262994.000108605 335782.09998680453 744.6
DAS731 4262994.000108605 335782.09998680453 745.62
DAS732 4262994.000108605 335782.09998680453 746.64
DAS733 4262994.000108605 335782.09998680453 747.66
DAS734 4262994.000108605 335782.09998680453 748.6800000000001
DAS735 4262994.000108605 335782.09998680453 749.7
DAS736 4262994.000108605 335782.09998680453 750.72
DAS737 4262994.000108605 335782.09998680453 751.74
DAS738 4262994.000108605 335782.09998680453 752.76
DAS739 4262994.000108605 335782.09998680453 753.78
DAS740 4262994.000108605 335782.09998680453 754.8000000000001
DAS741 4262994.000108605 335782.09998680453 755.82
DAS742 4262994.000108605 335782.09998680453 756.84
DAS743 4262994.000108605 335782.09998680453 757.86
DAS744 4262994.000108605 335782.09998680453 758.88
DAS745 4262994.000108605 335782.09998680453 759.9
DAS746 4262994.000108605 335782.09998680453 760.92
DAS747 4262994.000108605 335782.09998680453 761.94
DAS748 4262994.000108605 335782.09998680453 762.96
DAS749 4262994.000108605 335782.09998680453 763.98
DAS750 4262994.000108605 335782.09998680453 765.0
DAS751 4262994.000108605 335782.09998680453 766.02
DAS752 4262994.000108605 335782.09998680453 767.04
DAS753 4262994.000108605 335782.09998680453 768.0600000000001
DAS754 4262994.000108605 335782.09998680453 769.08
DAS755 4262994.000108605 335782.09998680453 770.1
DAS756 4262994.000108605 335782.09998680453 771.12
DAS757 4262994.000108605 335782.09998680453 772.14
DAS758 4262994.000108605 335782.09998680453 773.16
DAS759 4262994.000108605 335782.09998680453 774.1800000000001
DAS760 4262994.000108605 335782.09998680453 775.2
DAS761 4262994.000108605 335782.09998680453 776.22
DAS762 4262994.000108605 335782.09998680453 777.24
DAS763 4262994.000108605 335782.09998680453 778.26
DAS764 4262994.000108605 335782.09998680453 779.28
DAS765 4262994.000108605 335782.09998680453 780.3000000000001
DAS766 4262994.000108605 335782.09998680453 781.32
DAS767 4262994.000108605 335782.09998680453 782.34
DAS768 4262994.000108605 335782.09998680453 783.36
DAS769 4262994.000108605 335782.09998680453 784.38
DAS770 4262994.000108605 335782.09998680453 785.4
DAS771 4262994.000108605 335782.09998680453 786.42
DAS772 4262994.000108605 335782.09998680453 787.44
DAS773 4262994.000108605 335782.09998680453 788.46
DAS774 4262994.000108605 335782.09998680453 789.48
DAS775 4262994.000108605 335782.09998680453 790.5
DAS776 4262994.000108605 335782.09998680453 791.52
DAS777 4262994.000108605 335782.09998680453 792.54
DAS778 4262994.000108605 335782.09998680453 793.5600000000001
DAS779 4262994.000108605 335782.09998680453 794.58
DAS780 4262994.000108605 335782.09998680453 795.6
DAS781 4262994.000108605 335782.09998680453 796.62
DAS782 4262994.000108605 335782.09998680453 797.64
DAS783 4262994.000108605 335782.09998680453 798.66
DAS784 4262994.000108605 335782.09998680453 799.6800000000001
DAS785 4262994.000108605 335782.09998680453 800.7
DAS786 4262994.000108605 335782.09998680453 801.72
DAS787 4262994.000108605 335782.09998680453 802.74
DAS788 4262994.000108605 335782.09998680453 803.76
DAS789 4262994.000108605 335782.09998680453 804.78
DAS790 4262994.000108605 335782.09998680453 805.8000000000001
DAS791 4262994.000108605 335782.09998680453 806.82
DAS792 4262994.000108605 335782.09998680453 807.84
DAS793 4262994.000108605 335782.09998680453 808.86
DAS794 4262994.000108605 335782.09998680453 809.88
DAS795 4262994.000108605 335782.09998680453 810.9
DAS796 4262994.000108605 335782.09998680453 811.92
DAS797 4262994.000108605 335782.09998680453 812.94
DAS798 4262994.000108605 335782.09998680453 813.96
DAS799 4262994.000108605 335782.09998680453 814.98
DAS800 4262994.000108605 335782.09998680453 816.0
DAS801 4262994.000108605 335782.09998680453 817.02
DAS802 4262994.000108605 335782.09998680453 818.04
DAS803 4262994.000108605 335782.09998680453 819.0600000000001
DAS804 4262994.000108605 335782.09998680453 820.08
DAS805 4262994.000108605 335782.09998680453 821.1
DAS806 4262994.000108605 335782.09998680453 822.12
DAS807 4262994.000108605 335782.09998680453 823.14
DAS808 4262994.000108605 335782.09998680453 824.16
DAS809 4262994.000108605 335782.09998680453 825.1800000000001
DAS810 4262994.000108605 335782.09998680453 826.2
DAS811 4262994.000108605 335782.09998680453 827.22
DAS812 4262994.000108605 335782.09998680453 828.24
DAS813 4262994.000108605 335782.09998680453 829.26
DAS814 4262994.000108605 335782.09998680453 830.28
DAS815 4262994.000108605 335782.09998680453 831.3000000000001
DAS816 4262994.000108605 335782.09998680453 832.32
DAS817 4262994.000108605 335782.09998680453 833.34
DAS818 4262994.000108605 335782.09998680453 834.36
DAS819 4262994.000108605 335782.09998680453 835.38
DAS820 4262994.000108605 335782.09998680453 836.4
DAS821 4262994.000108605 335782.09998680453 837.42
DAS822 4262994.000108605 335782.09998680453 838.44
DAS823 4262994.000108605 335782.09998680453 839.46
DAS824 4262994.000108605 335782.09998680453 840.48
DAS825 4262994.000108605 335782.09998680453 841.5
DAS826 4262994.000108605 335782.09998680453 842.52
DAS827 4262994.000108605 335782.09998680453 843.54
DAS828 4262994.000108605 335782.09998680453 844.5600000000001
DAS829 4262994.000108605 335782.09998680453 845.58
DAS830 4262994.000108605 335782.09998680453 846.6
DAS831 4262994.000108605 335782.09998680453 847.62
DAS832 4262994.000108605 335782.09998680453 848.64
DAS833 4262994.000108605 335782.09998680453 849.66
DAS834 4262994.000108605 335782.09998680453 850.6800000000001
DAS835 4262994.000108605 335782.09998680453 851.7
DAS836 4262994.000108605 335782.09998680453 852.72
DAS837 4262994.000108605 335782.09998680453 853.74
DAS838 4262994.000108605 335782.09998680453 854.76
DAS839 4262994.000108605 335782.09998680453 855.78
DAS840 4262994.000108605 335782.09998680453 856.8000000000001
DAS841 4262994.000108605 335782.09998680453 857.82
DAS842 4262994.000108605 335782.09998680453 858.84
DAS843 4262994.000108605 335782.09998680453 859.86
DAS844 4262994.000108605 335782.09998680453 860.88
DAS845 4262994.000108605 335782.09998680453 861.9
DAS846 4262994.000108605 335782.09998680453 862.92
DAS847 4262994.000108605 335782.09998680453 863.94
DAS848 4262994.000108605 335782.09998680453 864.96
DAS849 4262994.000108605 335782.09998680453 865.98
DAS850 4262994.000108605 335782.09998680453 867.0
DAS851 4262994.000108605 335782.09998680453 868.02
DAS852 4262994.000108605 335782.09998680453 869.04
DAS853 4262994.000108605 335782.09998680453 870.0600000000001
DAS854 4262994.000108605 335782.09998680453 871.08
DAS855 4262994.000108605 335782.09998680453 872.1
DAS856 4262994.000108605 335782.09998680453 873.12
DAS857 4262994.000108605 335782.09998680453 874.14
DAS858 4262994.000108605 335782.09998680453 875.16
DAS859 4262994.000108605 335782.09998680453 876.1800000000001
DAS860 4262994.000108605 335782.09998680453 877.2
DAS861 4262994.000108605 335782.09998680453 878.22
DAS862 4262994.000108605 335782.09998680453 879.24
DAS863 4262994.000108605 335782.09998680453 880.26
DAS864 4262994.000108605 335782.09998680453 881.28
DAS865 4262994.000108605 335782.09998680453 882.3000000000001
DAS866 4262994.000108605 335782.09998680453 883.32
DAS867 4262994.000108605 335782.09998680453 884.34
DAS868 4262994.000108605 335782.09998680453 885.36
DAS869 4262994.000108605 335782.09998680453 886.38
DAS870 4262994.000108605 335782.09998680453 887.4
DAS871 4262994.000108605 335782.09998680453 888.42
DAS872 4262994.000108605 335782.09998680453 889.44
DAS873 4262994.000108605 335782.09998680453 890.46
DAS874 4262994.000108605 335782.09998680453 891.48
DAS875 4262994.000108605 335782.09998680453 892.5
DAS876 4262994.000108605 335782.09998680453 893.52
DAS877 4262994.000108605 335782.09998680453 894.54
DAS878 4262994.000108605 335782.09998680453 895.5600000000001
DAS879 4262994.000108605 335782.09998680453 896.58
DAS880 4262994.000108605 335782.09998680453 897.6
DAS881 4262994.000108605 335782.09998680453 898.62
DAS882 4262994.000108605 335782.09998680453 899.64
DAS883 4262994.000108605 335782.09998680453 900.66
DAS884 4262994.000108605 335782.09998680453 901.6800000000001
DAS885 4262994.000108605 335782.09998680453 902.7
DAS886 4262994.000108605 335782.09998680453 903.72
DAS887 4262994.000108605 335782.09998680453 904.74
DAS888 4262994.000108605 335782.09998680453 905.76
DAS889 4262994.000108605 335782.09998680453 906.78
DAS890 4262994.000108605 335782.09998680453 907.8000000000001
DAS891 4262994.000108605 335782.09998680453 908.82
DAS892 4262994.000108605 335782.09998680453 909.84
DAS893 4262994.000108605 335782.09998680453 910.86
DAS894 4262994.000108605 335782.09998680453 911.88
DAS895 4262994.000108605 335782.09998680453 912.9
DAS896 4262994.000108605 335782.09998680453 913.9200000000001
DAS897 4262994.000108605 335782.09998680453 914.94
DAS898 4262994.000108605 335782.09998680453 915.96
DAS899 4262994.000108605 335782.09998680453 916.98
DAS900 4262994.000108605 335782.09998680453 918.0
DAS901 4262994.000108605 335782.09998680453 919.02
DAS902 4262994.000108605 335782.09998680453 920.04
DAS903 4262994.000108605 335782.09998680453 921.0600000000001
DAS904 4262994.000108605 335782.09998680453 922.08
DAS905 4262994.000108605 335782.09998680453 923.1
DAS906 4262994.000108605 335782.09998680453 924.12
DAS907 4262994.000108605 335782.09998680453 925.14
DAS908 4262994.000108605 335782.09998680453 926.16
DAS909 4262994.000108605 335782.09998680453 927.1800000000001
DAS910 4262994.000108605 335782.09998680453 928.2
DAS911 4262994.000108605 335782.09998680453 929.22
DAS912 4262994.000108605 335782.09998680453 930.24
DAS913 4262994.000108605 335782.09998680453 931.26
DAS914 4262994.000108605 335782.09998680453 932.28
DAS915 4262994.000108605 335782.09998680453 933.3000000000001
DAS916 4262994.000108605 335782.09998680453 934.32
DAS917 4262994.000108605 335782.09998680453 935.34
DAS918 4262994.000108605 335782.09998680453 936.36
DAS919 4262994.000108605 335782.09998680453 937.38
DAS920 4262994.000108605 335782.09998680453 938.4
DAS921 4262994.000108605 335782.09998680453 939.4200000000001
DAS922 4262994.000108605 335782.09998680453 940.44
DAS923 4262994.000108605 335782.09998680453 941.46
DAS924 4262994.000108605 335782.09998680453 942.48
DAS925 4262994.000108605 335782.09998680453 943.5
DAS926 4262994.000108605 335782.09998680453 944.52
DAS927 4262994.000108605 335782.09998680453 945.54
DAS928 4262994.000108605 335782.09998680453 946.5600000000001
DAS929 4262994.000108605 335782.09998680453 947.58
DAS930 4262994.000108605 335782.09998680453 948.6
DAS931 4262994.000108605 335782.09998680453 949.62
DAS932 4262994.000108605 335782.09998680453 950.64
DAS933 4262994.000108605 335782.09998680453 951.66
DAS934 4262994.000108605 335782.09998680453 952.6800000000001
DAS935 4262994.000108605 335782.09998680453 953.7
DAS936 4262994.000108605 335782.09998680453 954.72
DAS937 4262994.000108605 335782.09998680453 955.74
DAS938 4262994.000108605 335782.09998680453 956.76
DAS939 4262994.000108605 335782.09998680453 957.78
DAS940 4262994.000108605 335782.09998680453 958.8000000000001
DAS941 4262994.000108605 335782.09998680453 959.82
DAS942 4262994.000108605 335782.09998680453 960.84
DAS943 4262994.000108605 335782.09998680453 961.86
DAS944 4262994.000108605 335782.09998680453 962.88
DAS945 4262994.000108605 335782.09998680453 963.9
DAS946 4262994.000108605 335782.09998680453 964.9200000000001
DAS947 4262994.000108605 335782.09998680453 965.94
DAS948 4262994.000108605 335782.09998680453 966.96
DAS949 4262994.000108605 335782.09998680453 967.98
DAS950 4262994.000108605 335782.09998680453 969.0
DAS951 4262994.000108605 335782.09998680453 970.02
DAS952 4262994.000108605 335782.09998680453 971.04
DAS953 4262994.000108605 335782.09998680453 972.0600000000001
DAS954 4262994.000108605 335782.09998680453 973.08
DAS955 4262994.000108605 335782.09998680453 974.1
DAS956 4262994.000108605 335782.09998680453 975.12
DAS957 4262994.000108605 335782.09998680453 976.14
DAS958 4262994.000108605 335782.09998680453 977.16
DAS959 4262994.000108605 335782.09998680453 978.1800000000001
DAS960 4262994.000108605 335782.09998680453 979.2
DAS961 4262994.000108605 335782.09998680453 980.22
DAS962 4262994.000108605 335782.09998680453 981.24
DAS963 4262994.000108605 335782.09998680453 982.26
DAS964 4262994.000108605 335782.09998680453 983.28
DAS965 4262994.000108605 335782.09998680453 984.3000000000001
DAS966 4262994.000108605 335782.09998680453 985.32
DAS967 4262994.000108605 335782.09998680453 986.34
DAS968 4262994.000108605 335782.09998680453 987.36
DAS969 4262994.000108605 335782.09998680453 988.38
DAS970 4262994.000108605 335782.09998680453 989.4
DAS971 4262994.000108605 335782.09998680453 990.4200000000001
DAS972 4262994.000108605 335782.09998680453 991.44
DAS973 4262994.000108605 335782.09998680453 992.46
DAS974 4262994.000108605 335782.09998680453 993.48
DAS975 4262994.000108605 335782.09998680453 994.5
DAS976 4262994.000108605 335782.09998680453 995.52
DAS977 4262994.000108605 335782.09998680453 996.54
DAS978 4262994.000108605 335782.09998680453 997.5600000000001
DAS979 4262994.000108605 335782.09998680453 998.58
DAS980 4262994.000108605 335782.09998680453 999.6
DAS981 4262994.000108605 335782.09998680453 1000.62
DAS982 4262994.000108605 335782.09998680453 1001.64
DAS983 4262994.000108605 335782.09998680453 1002.66
DAS984 4262994.000108605 335782.09998680453 1003.6800000000001
DAS985 4262994.000108605 335782.09998680453 1004.7
DAS986 4262994.000108605 335782.09998680453 1005.72
DAS987 4262994.000108605 335782.09998680453 1006.74
DAS988 4262994.000108605 335782.09998680453 1007.76
DAS989 4262994.000108605 335782.09998680453 1008.78
DAS990 4262994.000108605 335782.09998680453 1009.8000000000001
DAS991 4262994.000108605 335782.09998680453 1010.82
DAS992 4262994.000108605 335782.09998680453 1011.84
DAS993 4262994.000108605 335782.09998680453 1012.86
DAS994 4262994.000108605 335782.09998680453 1013.88
DAS995 4262994.000108605 335782.09998680453 1014.9
DAS996 4262994.000108605 335782.09998680453 1015.9200000000001
DAS997 4262994.000108605 335782.09998680453 1016.94
DAS998 4262994.000108605 335782.09998680453 1017.96
DAS999 4262994.000108605 335782.09998680453 1018.98
DAS1000 4262994.000108605 335782.09998680453 1020.0
DAS1001 4262994.000108605 335782.09998680453 1021.02
DAS1002 4262994.000108605 335782.09998680453 1022.04
DAS1003 4262994.000108605 335782.09998680453 1023.0600000000001
DAS1004 4262994.000108605 335782.09998680453 1024.08
DAS1005 4262994.000108605 335782.09998680453 1025.1
DAS1006 4262994.000108605 335782.09998680453 1026.1200000000001
DAS1007 4262994.000108605 335782.09998680453 1027.14
DAS1008 4262994.000108605 335782.09998680453 1028.16
DAS1009 4262994.000108605 335782.09998680453 1029.18
DAS1010 4262994.000108605 335782.09998680453 1030.2
DAS1011 4262994.000108605 335782.09998680453 1031.22
DAS1012 4262994.000108605 335782.09998680453 1032.24
DAS1013 4262994.000108605 335782.09998680453 1033.26
DAS1014 4262994.000108605 335782.09998680453 1034.28
DAS1015 4262994.000108605 335782.09998680453 1035.3
DAS1016 4262994.000108605 335782.09998680453 1036.32
DAS1017 4262994.000108605 335782.09998680453 1037.34
DAS1018 4262994.000108605 335782.09998680453 1038.3600000000001
DAS1019 4262994.000108605 335782.09998680453 1039.38
DAS1020 4262994.000108605 335782.09998680453 1040.4
DAS1021 4262994.000108605 335782.09998680453 1041.42
DAS1022 4262994.000108605 335782.09998680453 1042.44
DAS1023 4262994.000108605 335782.09998680453 1043.46
DAS1024 4262994.000108605 335782.09998680453 1044.48
DAS1025 4262994.000108605 335782.09998680453 1045.5
DAS1026 4262994.000108605 335782.09998680453 1046.52
DAS1027 4262994.000108605 335782.09998680453 1047.54
DAS1028 4262994.000108605 335782.09998680453 1048.56
DAS1029 4262994.000108605 335782.09998680453 1049.58
DAS1030 4262994.000108605 335782.09998680453 1050.6
DAS1031 4262994.000108605 335782.09998680453 1051.6200000000001
DAS1032 4262994.000108605 335782.09998680453 1052.64
DAS1033 4262994.000108605 335782.09998680453 1053.66
DAS1034 4262994.000108605 335782.09998680453 1054.68
DAS1035 4262994.000108605 335782.09998680453 1055.7
DAS1036 4262994.000108605 335782.09998680453 1056.72
DAS1037 4262994.000108605 335782.09998680453 1057.74
DAS1038 4262994.000108605 335782.09998680453 1058.76
DAS1039 4262994.000108605 335782.09998680453 1059.78
DAS1040 4262994.000108605 335782.09998680453 1060.8
DAS1041 4262994.000108605 335782.09998680453 1061.82
DAS1042 4262994.000108605 335782.09998680453 1062.84
DAS1043 4262994.000108605 335782.09998680453 1063.8600000000001
DAS1044 4262994.000108605 335782.09998680453 1064.88
DAS1045 4262994.000108605 335782.09998680453 1065.9
DAS1046 4262994.000108605 335782.09998680453 1066.92
DAS1047 4262994.000108605 335782.09998680453 1067.94
DAS1048 4262994.000108605 335782.09998680453 1068.96
DAS1049 4262994.000108605 335782.09998680453 1069.98
DAS1050 4262994.000108605 335782.09998680453 1071.0
DAS1051 4262994.000108605 335782.09998680453 1072.02
DAS1052 4262994.000108605 335782.09998680453 1073.04
DAS1053 4262994.000108605 335782.09998680453 1074.06
DAS1054 4262994.000108605 335782.09998680453 1075.08
DAS1055 4262994.000108605 335782.09998680453 1076.1
DAS1056 4262994.000108605 335782.09998680453 1077.1200000000001
DAS1057 4262994.000108605 335782.09998680453 1078.14
DAS1058 4262994.000108605 335782.09998680453 1079.16
DAS1059 4262994.000108605 335782.09998680453 1080.18
DAS1060 4262994.000108605 335782.09998680453 1081.2
DAS1061 4262994.000108605 335782.09998680453 1082.22
DAS1062 4262994.000108605 335782.09998680453 1083.24
DAS1063 4262994.000108605 335782.09998680453 1084.26
DAS1064 4262994.000108605 335782.09998680453 1085.28
DAS1065 4262994.000108605 335782.09998680453 1086.3
DAS1066 4262994.000108605 335782.09998680453 1087.32
DAS1067 4262994.000108605 335782.09998680453 1088.34
DAS1068 4262994.000108605 335782.09998680453 1089.3600000000001
DAS1069 4262994.000108605 335782.09998680453 1090.38
DAS1070 4262994.000108605 335782.09998680453 1091.4
DAS1071 4262994.000108605 335782.09998680453 1092.42
DAS1072 4262994.000108605 335782.09998680453 1093.44
DAS1073 4262994.000108605 335782.09998680453 1094.46
DAS1074 4262994.000108605 335782.09998680453 1095.48
DAS1075 4262994.000108605 335782.09998680453 1096.5
DAS1076 4262994.000108605 335782.09998680453 1097.52
DAS1077 4262994.000108605 335782.09998680453 1098.54
DAS1078 4262994.000108605 335782.09998680453 1099.56
DAS1079 4262994.000108605 335782.09998680453 1100.58
DAS1080 4262994.000108605 335782.09998680453 1101.6
DAS1081 4262994.000108605 335782.09998680453 1102.6200000000001
DAS1082 4262994.000108605 335782.09998680453 1103.64
DAS1083 4262994.000108605 335782.09998680453 1104.66
DAS1084 4262994.000108605 335782.09998680453 1105.68
DAS1085 4262994.000108605 335782.09998680453 1106.7
DAS1086 4262994.000108605 335782.09998680453 1107.72
DAS1087 4262994.000108605 335782.09998680453 1108.74
DAS1088 4262994.000108605 335782.09998680453 1109.76
